replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,10,0.0,0.0,100,1000,8541434271,598052,1.0,0.1,1.0,0.501002004008016,948.0
0,10,0.2,0.0,100,1000,6782071854,593472,1.0,0.10204081632653061,1.0,0.501002004008016,158.6
0,10,0.4,0.0,100,1000,6090615293,592260,1.0,0.14925373134328357,1.0,0.6060606060606061,29.1
0,10,0.6,0.0,100,1000,4936068097,591580,1.0,0.20833333333333334,1.0,0.9345794392523364,10.3
0,10,0.8,0.0,100,1000,4014732798,591844,1.0,0.5555555555555556,1.0,1.0,5.5
0,10,1.0,0.0,100,1000,2598882629,568152,1.0,0.5882352941176471,1.0,1.0,3.3
0,20,0.0,0.0,100,1000,7153768435,597472,1.0,0.1,1.0,0.501002004008016,948.0
0,20,0.2,0.0,100,1000,3096926426,567676,1.0,0.5263157894736842,1.0,1.0,11.2
0,20,0.4,0.0,100,1000,3048040755,567924,1.0,0.5555555555555556,1.0,1.0,7.9
0,20,0.6,0.0,100,1000,3001148442,567916,1.0,0.5555555555555556,1.0,1.0,5.7
0,20,0.8,0.0,100,1000,2930745787,567916,1.0,0.5555555555555556,1.0,1.0,4.1
0,20,1.0,0.0,100,1000,2991506909,567664,1.0,0.5882352941176471,1.0,1.0,3.3
0,30,0.0,0.0,100,1000,6703756280,598232,1.0,0.1,1.0,0.501002004008016,948.0
0,30,0.2,0.0,100,1000,3382449375,568536,1.0,0.5555555555555556,1.0,1.0,8.0
0,30,0.4,0.0,100,1000,3360429840,568288,1.0,0.5555555555555556,1.0,1.0,6.3
0,30,0.6,0.0,100,1000,3403913131,568472,1.0,0.5555555555555556,1.0,1.0,4.8
0,30,0.8,0.0,100,1000,3313535073,568188,1.0,0.5555555555555556,1.0,1.0,3.9
0,30,1.0,0.0,100,1000,3126958792,568224,1.0,0.5882352941176471,1.0,1.0,3.3
0,40,0.0,0.0,100,1000,6569312088,597512,1.0,0.1,1.0,0.501002004008016,948.0
0,40,0.2,0.0,100,1000,3317832054,567520,1.0,0.5555555555555556,1.0,1.0,6.6
0,40,0.4,0.0,100,1000,3382081553,567780,1.0,0.5555555555555556,1.0,1.0,5.2
0,40,0.6,0.0,100,1000,3294059048,567768,1.0,0.5555555555555556,1.0,1.0,4.6
0,40,0.8,0.0,100,1000,3248530398,567516,1.0,0.5555555555555556,1.0,1.0,3.8
0,40,1.0,0.0,100,1000,3079699726,567452,1.0,0.5882352941176471,1.0,1.0,3.3
0,50,0.0,0.0,100,1000,6734080412,597644,1.0,0.1,1.0,0.501002004008016,948.0
0,50,0.2,0.0,100,1000,3288586430,567732,1.0,0.5555555555555556,1.0,1.0,5.7
0,50,0.4,0.0,100,1000,3283329162,567744,1.0,0.5555555555555556,1.0,1.0,5.1
0,50,0.6,0.0,100,1000,3223068761,567732,1.0,0.5555555555555556,1.0,1.0,4.4
0,50,0.8,0.0,100,1000,3178574850,567744,1.0,0.5555555555555556,1.0,1.0,3.8
0,50,1.0,0.0,100,1000,3147983232,567732,1.0,0.5882352941176471,1.0,1.0,3.3
0,10,0.0,0.02,100,1000,6794718430,598316,1.0,0.1,1.0,0.501002004008016,948.0
0,10,0.2,0.02,100,1000,6510016021,593332,1.0,0.10204081632653061,1.0,0.501002004008016,115.0
0,10,0.4,0.02,100,1000,6073345120,592172,1.0,0.14492753623188406,1.0,0.6257822277847309,25.7
0,10,0.6,0.02,100,1000,5251445493,591588,1.0,0.21739130434782608,0.992,0.9358490566037736,1.3
0,10,0.8,0.02,100,1000,4574078661,591548,1.0,0.47619047619047616,0.85,1.0,7.5
0,10,1.0,0.02,100,1000,2778432700,591304,1.0,0.7692307692307693,0.22,1.0,39.0
0,20,0.0,0.02,100,1000,6610463485,597720,1.0,0.1,1.0,0.501002004008016,948.0
0,20,0.2,0.02,100,1000,3787012005,591044,1.0,0.5,0.992,1.0,0.4
0,20,0.4,0.02,100,1000,3694922941,591312,1.0,0.5,0.946,1.0,2.7
0,20,0.6,0.02,100,1000,3534810099,591212,1.0,0.5555555555555556,0.758,1.0,12.1
0,20,0.8,0.02,100,1000,3228574561,567884,1.0,0.625,0.348,1.0,32.6
0,20,1.0,0.02,100,1000,2613558984,567624,1.0,0.8333333333333334,0.216,1.0,39.2
0,30,0.0,0.02,100,1000,6705353527,597988,1.0,0.1,1.0,0.501002004008016,948.0
0,30,0.2,0.02,100,1000,3169504852,568200,1.0,0.5,0.928,1.0,3.6
0,30,0.4,0.02,100,1000,3064280268,568108,1.0,0.5263157894736842,0.794,1.0,10.3
0,30,0.6,0.02,100,1000,2945676551,568096,1.0,0.625,0.474,1.0,26.3
0,30,0.8,0.02,100,1000,2966858010,568012,1.0,0.625,0.332,1.0,33.4
0,30,1.0,0.02,100,1000,2660671671,568280,1.0,0.8333333333333334,0.216,1.0,39.2
0,40,0.0,0.02,100,1000,6633304027,597760,1.0,0.1,1.0,0.501002004008016,948.0
0,40,0.2,0.02,100,1000,3481978519,567612,1.0,0.5263157894736842,0.824,1.0,8.8
0,40,0.4,0.02,100,1000,3326877361,567292,1.0,0.5555555555555556,0.578,1.0,21.1
0,40,0.6,0.02,100,1000,3265564756,567452,1.0,0.625,0.426,1.0,28.7
0,40,0.8,0.02,100,1000,3306311462,567496,1.0,0.625,0.316,1.0,34.2
0,40,1.0,0.02,100,1000,2954520569,567508,1.0,0.8333333333333334,0.216,1.0,39.2
0,50,0.0,0.02,100,1000,7102972354,597804,1.0,0.1,1.0,0.501002004008016,948.0
0,50,0.2,0.02,100,1000,1485705096,543924,0.5,0.8333333333333334,0.314,1.0,19.2
0,50,0.4,0.02,100,1000,1493195171,544128,0.5,0.8333333333333334,0.232,1.0,27.0
0,50,0.6,0.02,100,1000,1476205729,544128,0.5,0.8333333333333334,0.184,1.0,31.8
0,50,0.8,0.02,100,1000,1491799786,544124,0.5,0.8333333333333334,0.14,1.0,36.2
0,50,1.0,0.02,100,1000,1459682252,544128,0.5,1.0,0.106,1.0,39.4
0,10,0.0,0.04,100,1000,6891469084,597796,1.0,0.1,1.0,0.501002004008016,948.0
0,10,0.2,0.04,100,1000,6411992340,593204,1.0,0.10204081632653061,1.0,0.501002004008016,153.2
0,10,0.4,0.04,100,1000,5956578742,591956,1.0,0.14705882352941177,0.996,0.6272040302267002,37.6
0,10,0.6,0.04,100,1000,5359194335,591584,1.0,0.22727272727272727,0.946,0.9274509803921569,5.9
0,10,0.8,0.04,100,1000,4105666371,591384,1.0,0.625,0.476,0.99581589958159,25.6
0,10,1.0,0.04,100,1000,2372147467,568160,1.0,1.0,0.052,1.0,47.4
0,20,0.0,0.04,100,1000,6718575065,597456,1.0,0.1,1.0,0.501002004008016,948.0
0,20,0.2,0.04,100,1000,3359764683,567912,1.0,0.47619047619047616,0.948,0.9957983193277311,13.5
0,20,0.4,0.04,100,1000,2958856178,567820,1.0,0.5882352941176471,0.702,1.0,11.0
0,20,0.6,0.04,100,1000,2922959615,567464,1.0,0.7142857142857143,0.364,1.0,30.8
0,20,0.8,0.04,100,1000,2090041117,544272,1.0,1.0,0.108,1.0,44.5
0,20,1.0,0.04,100,1000,2018188036,544000,1.0,1.0,0.05,1.0,47.5
0,30,0.0,0.04,100,1000,6530010543,598232,1.0,0.1,1.0,0.501002004008016,948.0
0,30,0.2,0.04,100,1000,2724060857,568116,1.0,0.5882352941176471,0.72,1.0,11.0
0,30,0.4,0.04,100,1000,2702021567,568220,1.0,0.625,0.434,1.0,26.8
0,30,0.6,0.04,100,1000,2381064409,567992,1.0,0.7692307692307693,0.198,1.0,40.0
0,30,0.8,0.04,100,1000,2207671276,567992,1.0,1.0,0.094,1.0,45.2
0,30,1.0,0.04,100,1000,2256624314,568012,1.0,1.0,0.05,1.0,47.5
0,40,0.0,0.04,100,1000,6607796704,597788,1.0,0.1,1.0,0.501002004008016,948.0
0,40,0.2,0.04,100,1000,2979826541,567296,1.0,0.625,0.488,1.0,22.8
0,40,0.4,0.04,100,1000,2751735204,567228,1.0,0.7142857142857143,0.282,1.0,35.1
0,40,0.6,0.04,100,1000,2648994790,567232,1.0,0.7692307692307693,0.168,1.0,41.5
0,40,0.8,0.04,100,1000,2302174098,567236,1.0,1.0,0.082,1.0,45.9
0,40,1.0,0.04,100,1000,2421436461,567232,1.0,1.0,0.05,1.0,47.5
0,50,0.0,0.04,100,1000,6627761196,597380,1.0,0.1,1.0,0.501002004008016,948.0
0,50,0.2,0.04,100,1000,3054250496,567844,1.0,0.7142857142857143,0.334,1.0,32.4
0,50,0.4,0.04,100,1000,2915250665,567252,1.0,0.7692307692307693,0.214,1.0,39.2
0,50,0.6,0.04,100,1000,2785776385,567520,1.0,0.9090909090909091,0.134,1.0,43.2
0,50,0.8,0.04,100,1000,2597780313,567268,1.0,1.0,0.074,1.0,46.3
0,50,1.0,0.04,100,1000,2673338696,567544,1.0,1.0,0.05,1.0,47.5
