tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
BioBloomTools,33,0.02,571011343,500732,1.0,0.8048780487804879,0.12121212121212122
FastViromeExplorer,33,0.04,789172933,224088,1.0,1.0,1.2329645454545457
PhageFilter,33,0.04,232913328,27108,1.0,0.673469387755102,2.6363636363636362
Kraken2,33,0.04,53166854,27108,1.0,1.0,1.4848484848484849
BioBloomTools,33,0.04,549166879,500728,1.0,0.75,0.6666666666666666
FastViromeExplorer,33,0.06,808990629,224160,1.0,0.9705882352941176,2.9197009090909094
PhageFilter,33,0.06,245688197,27108,1.0,0.7021276595744681,2.6666666666666665
Kraken2,33,0.06,102036337,27108,1.0,0.9705882352941176,2.606060606060606
BioBloomTools,33,0.06,552866926,500728,1.0,0.7333333333333333,1.393939393939394
FastViromeExplorer,33,0.08,885940520,224092,1.0,0.9428571428571428,4.763297272727272
PhageFilter,33,0.08,224691033,27108,1.0,0.7021276595744681,4.606060606060606
Kraken2,33,0.08,104365245,27108,1.0,0.9166666666666666,3.090909090909091
BioBloomTools,33,0.08,535384799,500728,1.0,0.7674418604651163,1.8484848484848484
FastViromeExplorer,33,0.1,781521369,224092,1.0,0.9705882352941176,7.636364545454546
PhageFilter,33,0.1,211939289,27108,1.0,0.717391304347826,6.848484848484849
Kraken2,33,0.1,50920683,27108,1.0,0.8918918918918919,5.303030303030303
BioBloomTools,33,0.1,546096477,500728,1.0,0.7021276595744681,3.727272727272727
FastViromeExplorer,44,0.0,795414865,224088,1.0,1.0,0.2218293181818182
PhageFilter,44,0.0,229822406,27108,1.0,0.8301886792452831,3.25
Kraken2,44,0.0,57859225,27108,1.0,1.0,1.0227272727272727
BioBloomTools,44,0.0,658868634,500728,1.0,0.8301886792452831,0.8181818181818182
FastViromeExplorer,44,0.02,789441500,224088,1.0,0.9777777777777777,0.23861295454545453
PhageFilter,44,0.02,236921218,27108,1.0,0.7333333333333333,2.772727272727273
Kraken2,44,0.02,70776618,27108,1.0,0.9565217391304348,0.7727272727272727
BioBloomTools,44,0.02,567418293,500728,1.0,0.6875,0.5227272727272727
FastViromeExplorer,44,0.04,858193226,224092,1.0,0.9777777777777777,1.073709090909091
PhageFilter,44,0.04,375416076,27108,1.0,0.7457627118644068,2.5
Kraken2,44,0.04,202294189,27108,1.0,1.0,1.2272727272727273
BioBloomTools,44,0.04,600362416,500728,1.0,0.8148148148148148,1.0
FastViromeExplorer,44,0.06,854948156,224096,1.0,0.9166666666666666,2.646713181818182
PhageFilter,44,0.06,258178535,27108,1.0,0.7096774193548387,2.272727272727273
Kraken2,44,0.06,106238983,27108,1.0,0.9565217391304348,1.8409090909090908
BioBloomTools,44,0.06,580109898,500728,1.0,0.7719298245614035,1.2954545454545454
FastViromeExplorer,44,0.08,812028788,224088,1.0,0.9777777777777777,3.795454318181818
PhageFilter,44,0.08,264921093,27108,1.0,0.7333333333333333,3.772727272727273
Kraken2,44,0.08,56613824,27108,1.0,1.0,2.659090909090909
BioBloomTools,44,0.08,559348904,500732,1.0,0.7457627118644068,1.6363636363636365
FastViromeExplorer,44,0.1,902968811,224084,1.0,0.9565217391304348,5.2819661363636365
PhageFilter,44,0.1,233189817,27108,1.0,0.7857142857142857,5.545454545454546
Kraken2,44,0.1,54108864,27108,1.0,0.9565217391304348,4.068181818181818
BioBloomTools,44,0.1,562290523,500732,1.0,0.7857142857142857,2.6363636363636362
FastViromeExplorer,55,0.0,841522513,224088,1.0,1.0,0.192412909090909
PhageFilter,55,0.0,289794842,27116,1.0,0.7333333333333333,1.690909090909091
Kraken2,55,0.0,66901833,27116,1.0,1.0,0.5636363636363636
BioBloomTools,55,0.0,602993399,500732,1.0,0.7971014492753623,0.36363636363636365
FastViromeExplorer,55,0.02,874374148,224096,1.0,1.0,0.41794381818181814
PhageFilter,55,0.02,240579435,27116,1.0,0.7971014492753623,3.290909090909091
Kraken2,55,0.02,96789749,27116,1.0,1.0,0.7636363636363637
BioBloomTools,55,0.02,624104984,500732,1.0,0.859375,0.6727272727272727
FastViromeExplorer,55,0.04,843241916,224156,1.0,0.9821428571428571,0.7806027272727273
PhageFilter,55,0.04,243154703,27116,1.0,0.8461538461538461,2.381818181818182
Kraken2,55,0.04,67539437,27116,1.0,0.9649122807017544,1.0909090909090908
BioBloomTools,55,0.04,589609672,500728,1.0,0.859375,0.8
FastViromeExplorer,55,0.06,863395430,224160,1.0,0.9821428571428571,2.0284692727272726
PhageFilter,55,0.06,265038760,27116,1.0,0.7971014492753623,2.5454545454545454
Kraken2,55,0.06,70617533,27116,1.0,0.9821428571428571,1.4545454545454546
BioBloomTools,55,0.06,580054428,500728,1.0,0.8208955223880597,1.2545454545454546
FastViromeExplorer,55,0.08,838106496,224160,1.0,1.0,3.0727272727272723
PhageFilter,55,0.08,246060077,27116,1.0,0.7971014492753623,2.963636363636364
Kraken2,55,0.08,56483911,27116,1.0,1.0,2.4909090909090907
BioBloomTools,55,0.08,584972761,500732,1.0,0.7746478873239436,1.6181818181818182
FastViromeExplorer,55,0.1,1011970590,224092,1.0,0.9322033898305084,4.446351272727273
PhageFilter,55,0.1,271771142,27116,1.0,0.8333333333333334,4.454545454545454
Kraken2,55,0.1,56799768,27116,1.0,0.9821428571428571,2.981818181818182
BioBloomTools,55,0.1,590840457,500728,1.0,0.8461538461538461,2.036363636363636
FastViromeExplorer,66,0.0,901708547,224084,1.0,0.9850746268656716,0.22271151515151516
PhageFilter,66,0.0,259058883,27112,1.0,0.8354430379746836,3.0
Kraken2,66,0.0,173692806,27112,1.0,0.9705882352941176,0.5606060606060606
BioBloomTools,66,0.0,604460843,500728,1.0,0.9166666666666666,0.5151515151515151
FastViromeExplorer,66,0.02,809498824,224088,1.0,0.9850746268656716,0.334160303030303
PhageFilter,66,0.02,252523615,27112,1.0,0.825,2.257575757575758
Kraken2,66,0.02,54320316,27112,1.0,0.9850746268656716,0.696969696969697
BioBloomTools,66,0.02,580515759,500772,1.0,0.88,0.5454545454545454
FastViromeExplorer,66,0.04,804633097,224152,1.0,0.9850746268656716,0.8179168181818182
PhageFilter,66,0.04,282933754,27112,1.0,0.9041095890410958,3.1666666666666665
Kraken2,66,0.04,58495192,27112,0.9848484848484849,0.9848484848484849,1.0153846153846153
BioBloomTools,66,0.04,605420808,500728,1.0,0.9166666666666666,1.2575757575757576
FastViromeExplorer,66,0.06,873846055,224088,1.0,0.9850746268656716,1.5871987878787879
PhageFilter,66,0.06,237363578,27116,1.0,0.868421052631579,2.287878787878788
Kraken2,66,0.06,60768524,27116,1.0,1.0,1.2424242424242424
BioBloomTools,66,0.06,566735811,500728,1.0,0.8918918918918919,0.9545454545454546
FastViromeExplorer,66,0.08,812215066,224088,1.0,0.9850746268656716,2.583404545454546
PhageFilter,66,0.08,231637218,27116,1.0,0.8571428571428571,2.287878787878788
Kraken2,66,0.08,53385293,27116,0.9848484848484849,1.0,1.7384615384615385
BioBloomTools,66,0.08,553397454,500728,1.0,0.868421052631579,1.4090909090909092
FastViromeExplorer,66,0.1,834166935,224080,1.0,0.9705882352941176,3.4047681818181816
PhageFilter,66,0.1,257455883,27116,1.0,0.88,3.303030303030303
Kraken2,66,0.1,99215186,27116,1.0,0.9850746268656716,2.1666666666666665
BioBloomTools,66,0.1,550661556,500728,1.0,0.8571428571428571,1.6363636363636365
FastViromeExplorer,77,0.0,807669938,224084,1.0,0.9871794871794872,0.20542701298701302
PhageFilter,77,0.0,276428658,27120,1.0,0.8953488372093024,2.012987012987013
Kraken2,77,0.0,69380480,27120,1.0,1.0,0.5194805194805194
BioBloomTools,77,0.0,648137301,500728,1.0,0.9058823529411765,0.33766233766233766
FastViromeExplorer,77,0.02,874934412,224088,1.0,0.9871794871794872,0.25591246753246755
PhageFilter,77,0.02,285265165,27120,1.0,0.9166666666666666,2.2467532467532467
Kraken2,77,0.02,61819513,27120,1.0,0.9871794871794872,0.44155844155844154
BioBloomTools,77,0.02,590510804,500732,1.0,0.9390243902439024,0.45454545454545453
FastViromeExplorer,77,0.04,829922841,224084,1.0,0.9871794871794872,0.7924056902493507
PhageFilter,77,0.04,299780720,27120,1.0,0.8850574712643678,2.0
Kraken2,77,0.04,103304400,27120,0.974025974025974,0.9868421052631579,0.7066666666666667
BioBloomTools,77,0.04,573915425,500728,1.0,0.8461538461538461,1.2077922077922079
FastViromeExplorer,77,0.06,971872407,224088,1.0,1.0,1.3616225974025973
PhageFilter,77,0.06,252151311,27120,1.0,0.9166666666666666,1.5324675324675325
Kraken2,77,0.06,61876657,27120,1.0,0.9871794871794872,0.8441558441558441
BioBloomTools,77,0.06,589751970,500732,1.0,0.927710843373494,0.6753246753246753
FastViromeExplorer,77,0.08,837446531,224092,1.0,0.9871794871794872,2.3015485714285715
PhageFilter,77,0.08,238333466,27120,0.987012987012987,0.926829268292683,2.236842105263158
Kraken2,77,0.08,65899568,27120,1.0,1.0,1.6363636363636365
BioBloomTools,77,0.08,576648897,500728,1.0,0.9506172839506173,1.3896103896103895
FastViromeExplorer,77,0.1,898124531,224084,0.948051948051948,0.9733333333333334,2.870467671232877
PhageFilter,77,0.1,276799215,27120,0.987012987012987,0.9047619047619048,3.0
Kraken2,77,0.1,56677671,27120,1.0,0.9746835443037974,2.1948051948051948
BioBloomTools,77,0.1,565810116,500728,1.0,0.9058823529411765,1.6363636363636365
FastViromeExplorer,88,0.0,843607125,224072,1.0,1.0,0.2450859090909091
PhageFilter,88,0.0,279899340,27120,1.0,0.9263157894736842,2.0795454545454546
Kraken2,88,0.0,70487028,27120,0.9772727272727273,1.0,0.26744186046511625
BioBloomTools,88,0.0,610991636,500728,1.0,0.9565217391304348,0.36363636363636365
FastViromeExplorer,88,0.02,847145957,224080,1.0,1.0,0.21912113636363637
PhageFilter,88,0.02,247209210,27120,1.0,0.9166666666666666,2.125
Kraken2,88,0.02,56664202,27120,1.0,1.0,0.32954545454545453
BioBloomTools,88,0.02,579128043,500728,1.0,0.967032967032967,0.375
FastViromeExplorer,88,0.04,821960384,224080,1.0,1.0,0.3478281818181818
PhageFilter,88,0.04,277830252,27120,1.0,0.9361702127659575,1.1931818181818181
Kraken2,88,0.04,72010374,27120,1.0,1.0,0.5568181818181818
BioBloomTools,88,0.04,608185319,500772,1.0,0.946236559139785,0.5
FastViromeExplorer,88,0.06,846676840,224080,1.0,1.0,1.0019868181818181
PhageFilter,88,0.06,262648083,27120,1.0,0.9565217391304348,1.4318181818181819
Kraken2,88,0.06,61779373,27120,1.0,0.9887640449438202,0.875
BioBloomTools,88,0.06,574139592,500732,1.0,0.967032967032967,0.6590909090909091
FastViromeExplorer,88,0.08,826228069,224080,0.9545454545454546,0.9882352941176471,1.7523007037047615
PhageFilter,88,0.08,248452628,27120,0.9772727272727273,0.9662921348314607,1.6162790697674418
Kraken2,88,0.08,60894491,27120,0.9772727272727273,0.9885057471264368,1.186046511627907
BioBloomTools,88,0.08,568921295,500728,1.0,0.967032967032967,0.9545454545454546
FastViromeExplorer,88,0.1,813201216,224076,0.9545454545454546,0.9882352941176471,2.3539352709140475
PhageFilter,88,0.1,249054229,27120,0.9431818181818182,0.9540229885057471,2.3734939759036147
Kraken2,88,0.1,63985185,27120,0.9886363636363636,0.9886363636363636,1.6666666666666667
BioBloomTools,88,0.1,573700001,500732,1.0,0.9263157894736842,1.1022727272727273
FastViromeExplorer,99,0.0,838425772,224148,1.0,1.0,0.3274491251010101
PhageFilter,99,0.0,273193667,27136,1.0,1.0,2.9696969696969697
Kraken2,99,0.0,62221646,27136,0.98989898989899,1.0,0.3979591836734694
BioBloomTools,99,0.0,600951251,500732,1.0,1.0,0.6666666666666666
FastViromeExplorer,99,0.02,844694502,224156,1.0,1.0,0.4657746969696969
PhageFilter,99,0.02,270069505,27136,1.0,1.0,2.0303030303030303
Kraken2,99,0.02,117713527,27136,0.98989898989899,1.0,0.4897959183673469
BioBloomTools,99,0.02,588348612,500728,1.0,1.0,0.5959595959595959
FastViromeExplorer,99,0.04,809671337,224156,1.0,1.0,0.49651262626262627
PhageFilter,99,0.04,233866827,27136,1.0,0.99,1.8686868686868687
Kraken2,99,0.04,114373786,27136,1.0,1.0,0.6363636363636364
BioBloomTools,99,0.04,602513376,500732,1.0,1.0,0.7272727272727273
FastViromeExplorer,99,0.06,814366603,224088,0.98989898989899,1.0,1.1863375726071428
PhageFilter,99,0.06,241999941,27136,1.0,1.0,1.3737373737373737
Kraken2,99,0.06,53194774,27136,0.9797979797979798,1.0,0.6494845360824743
BioBloomTools,99,0.06,534142449,500728,1.0,1.0,0.7575757575757576
FastViromeExplorer,99,0.08,840626175,224160,0.98989898989899,1.0,1.9013820680612248
PhageFilter,99,0.08,285262302,27140,1.0,0.99,1.9292929292929293
Kraken2,99,0.08,67229205,27140,0.98989898989899,1.0,1.2959183673469388
BioBloomTools,99,0.08,542194308,500732,1.0,0.99,1.303030303030303
FastViromeExplorer,99,0.1,789478360,224152,0.9494949494949495,1.0,2.4345755460319145
PhageFilter,99,0.1,246288880,27140,0.9292929292929293,0.989247311827957,2.217391304347826
Kraken2,99,0.1,52985320,27140,0.9797979797979798,1.0,1.690721649484536
BioBloomTools,99,0.1,533814963,500732,0.98989898989899,0.98989898989899,1.469387755102041
