tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
FastViromeExplorer,11,0.0,7524224146,246500,1.0,0.6111111111111112,7.818181818181818
PhageFilter,11,0.0,8538272298,59804,0.2727272727272727,0.75,0.0
Kraken2,11,0.0,581456476,42696,1.0,0.5238095238095238,514.3636363636364
BioBloomTools,11,0.0,8527574914,503176,1.0,0.4074074074074074,127.45454545454545
FastViromeExplorer,11,0.02,2470668152,247208,1.0,0.44,71.08454545454556
PhageFilter,11,0.02,5251921104,56644,0.2727272727272727,0.6,1010.0
Kraken2,11,0.02,488710763,43648,1.0,0.3793103448275862,282.6363636363636
BioBloomTools,11,0.02,4652136782,503004,1.0,0.24444444444444444,134.9090909090909
FastViromeExplorer,11,0.04,2567520922,247244,1.0,0.4583333333333333,353.9736363636364
PhageFilter,11,0.04,4077725303,62132,0.2727272727272727,1.0,535.3333333333334
Kraken2,11,0.04,497700414,42624,1.0,0.39285714285714285,306.0
BioBloomTools,11,0.04,4127313464,503108,1.0,0.28205128205128205,84.0
FastViromeExplorer,11,0.06,2067940704,246592,1.0,0.5238095238095238,905.2763636363637
PhageFilter,11,0.06,4132760164,53376,0.2727272727272727,0.75,1437.0
Kraken2,11,0.06,512071935,44320,1.0,0.55,418.3636363636364
BioBloomTools,11,0.06,3417896896,502992,1.0,0.4230769230769231,287.09090909090907
FastViromeExplorer,11,0.08,2320383485,248456,1.0,0.3142857142857143,1609.9663636363634
PhageFilter,11,0.08,5020236901,56260,0.09090909090909091,0.16666666666666666,2151.0
Kraken2,11,0.08,487476727,42592,1.0,0.2972972972972973,1679.909090909091
BioBloomTools,11,0.08,4968455340,503000,1.0,0.11702127659574468,548.9090909090909
FastViromeExplorer,11,0.1,2662215428,245092,1.0,0.4583333333333333,2297.8736363636363
PhageFilter,11,0.1,4397433826,63160,0.18181818181818182,0.4,3265.0
Kraken2,11,0.1,473850229,42860,1.0,0.4074074074074074,1467.090909090909
BioBloomTools,11,0.1,3069709445,503012,1.0,0.14473684210526316,1203.4545454545455
FastViromeExplorer,22,0.0,1899195675,245100,1.0,0.7857142857142857,7.230454545454553
PhageFilter,22,0.0,4465289800,65892,0.18181818181818182,0.3333333333333333,0.75
Kraken2,22,0.0,466684636,40868,1.0,0.6111111111111112,197.1818181818182
BioBloomTools,22,0.0,5220493284,503008,1.0,0.4782608695652174,107.0
FastViromeExplorer,22,0.02,2362773955,245092,1.0,0.6470588235294118,31.87681818181818
PhageFilter,22,0.02,6384882437,66300,0.36363636363636365,0.8888888888888888,187.75
Kraken2,22,0.02,474740482,43560,1.0,0.5641025641025641,108.22727272727273
