tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
PhageFilter,55,0.0,497726390,27108,1.0,0.7857142857142857,2.309090909090909
Kraken2,55,0.0,54593839,27108,1.0,1.0,0.8545454545454545
BioBloomTools,55,0.0,576311781,500728,1.0,0.8208955223880597,0.6
FastViromeExplorer,55,0.02,854347758,224092,1.0,1.0,0.25992145454545446
PhageFilter,55,0.02,487907901,27108,1.0,0.7857142857142857,1.5636363636363637
Kraken2,55,0.02,56136644,27108,1.0,1.0,0.7636363636363637
BioBloomTools,55,0.02,561812877,500728,1.0,0.873015873015873,0.34545454545454546
FastViromeExplorer,55,0.04,822854766,224096,1.0,1.0,0.8496378181818182
PhageFilter,55,0.04,502717636,27108,1.0,0.8333333333333334,2.4363636363636365
Kraken2,55,0.04,57049073,27108,1.0,1.0,1.1090909090909091
BioBloomTools,55,0.04,583117598,500772,1.0,0.8333333333333334,0.7636363636363637
FastViromeExplorer,55,0.06,813857485,224092,1.0,1.0,2.047929090909091
PhageFilter,55,0.06,486483308,27108,1.0,0.8333333333333334,1.8181818181818181
Kraken2,55,0.06,54302123,27108,1.0,0.9821428571428571,1.6
BioBloomTools,55,0.06,573952185,500728,1.0,0.8088235294117647,0.8545454545454545
FastViromeExplorer,55,0.08,841823078,224156,1.0,0.9649122807017544,3.2549669090909097
PhageFilter,55,0.08,501910807,27108,1.0,0.859375,2.1272727272727274
Kraken2,55,0.08,54654779,27108,1.0,0.9821428571428571,2.4727272727272727
BioBloomTools,55,0.08,545993947,500728,1.0,0.8208955223880597,1.6
FastViromeExplorer,55,0.1,796441358,224152,0.9818181818181818,1.0,4.4259259259259265
PhageFilter,55,0.1,456135595,27108,1.0,0.873015873015873,2.6363636363636362
Kraken2,55,0.1,53109211,27108,1.0,1.0,3.327272727272727
BioBloomTools,55,0.1,530733489,500732,1.0,0.8333333333333334,2.2545454545454544
FastViromeExplorer,66,0.0,791010332,224084,1.0,1.0,0.2611803030303031
PhageFilter,66,0.0,458684725,27104,1.0,0.9166666666666666,4.515151515151516
Kraken2,66,0.0,50942670,27104,1.0,1.0,0.5606060606060606
BioBloomTools,66,0.0,550301077,500732,1.0,0.9428571428571428,0.5606060606060606
FastViromeExplorer,66,0.02,793740863,224084,1.0,0.9850746268656716,0.26827151515151515
PhageFilter,66,0.02,471302597,27104,1.0,0.9295774647887324,2.757575757575758
Kraken2,66,0.02,54307194,27104,1.0,0.9850746268656716,0.45454545454545453
BioBloomTools,66,0.02,544459385,500728,1.0,0.9295774647887324,0.4696969696969697
FastViromeExplorer,66,0.04,827664019,224084,1.0,1.0,0.5161639393939393
PhageFilter,66,0.04,527157092,27104,1.0,0.88,2.1363636363636362
Kraken2,66,0.04,56594017,27104,1.0,1.0,0.7272727272727273
BioBloomTools,66,0.04,546272472,500728,1.0,0.9166666666666666,0.4696969696969697
FastViromeExplorer,66,0.06,806009117,224084,1.0,0.9850746268656716,1.3894448484848483
PhageFilter,66,0.06,500370274,27104,1.0,0.868421052631579,1.0909090909090908
Kraken2,66,0.06,53856868,27104,1.0,1.0,1.1363636363636365
BioBloomTools,66,0.06,555147830,500732,1.0,0.868421052631579,0.5757575757575758
FastViromeExplorer,66,0.08,827181460,224088,0.9848484848484849,0.9420289855072463,2.5460870153846153
PhageFilter,66,0.08,635995705,27108,1.0,0.8918918918918919,1.7424242424242424
Kraken2,66,0.08,60716838,27108,1.0,0.9705882352941176,1.878787878787879
BioBloomTools,66,0.08,560237396,500732,1.0,0.88,0.9545454545454546
FastViromeExplorer,66,0.1,826454015,224080,0.9696969696969697,0.9846153846153847,3.4253741322603126
PhageFilter,66,0.1,513420335,27108,1.0,0.9565217391304348,1.696969696969697
Kraken2,66,0.1,56966054,27108,0.9848484848484849,1.0,2.3846153846153846
BioBloomTools,66,0.1,570441504,500728,1.0,0.8918918918918919,1.5151515151515151
FastViromeExplorer,77,0.0,872798713,224080,1.0,0.9871794871794872,0.10357194805194808
PhageFilter,77,0.0,571074658,27112,1.0,0.9166666666666666,2.779220779220779
Kraken2,77,0.0,55545781,27112,1.0,1.0,0.35064935064935066
BioBloomTools,77,0.0,580851655,500728,1.0,0.927710843373494,0.2987012987012987
FastViromeExplorer,77,0.02,819873618,224092,1.0,0.9871794871794872,0.22123506493506498
PhageFilter,77,0.02,567570368,27112,1.0,0.9166666666666666,2.857142857142857
Kraken2,77,0.02,64934676,27112,1.0,1.0,0.5844155844155844
BioBloomTools,77,0.02,572689430,500732,1.0,0.927710843373494,0.5974025974025974
FastViromeExplorer,77,0.04,822420391,224092,1.0,0.9871794871794872,0.897479133142857
PhageFilter,77,0.04,499528074,27112,1.0,0.927710843373494,2.25974025974026
Kraken2,77,0.04,58026760,27112,0.974025974025974,1.0,0.6266666666666667
BioBloomTools,77,0.04,563839331,500732,1.0,0.927710843373494,0.7272727272727273
FastViromeExplorer,77,0.06,829013619,224088,1.0,1.0,1.2744675306026882
PhageFilter,77,0.06,508828488,27112,0.987012987012987,0.9382716049382716,2.013157894736842
Kraken2,77,0.06,54019821,27112,0.987012987012987,1.0,0.9473684210526315
BioBloomTools,77,0.06,554480592,500728,1.0,0.9506172839506173,0.948051948051948
FastViromeExplorer,77,0.08,813895437,224092,1.0,0.9746835443037974,2.137751030579935
PhageFilter,77,0.08,500964699,27112,1.0,0.927710843373494,2.1818181818181817
Kraken2,77,0.08,68720656,27112,0.974025974025974,0.9868421052631579,1.44
BioBloomTools,77,0.08,565703120,500728,1.0,0.927710843373494,1.3116883116883118
FastViromeExplorer,77,0.1,817971717,224076,0.987012987012987,0.9382716049382716,3.130205039473684
PhageFilter,77,0.1,507675100,27112,0.961038961038961,0.9024390243902439,1.8513513513513513
Kraken2,77,0.1,53137341,27112,1.0,1.0,1.9610389610389611
BioBloomTools,77,0.1,549160031,500728,1.0,0.8953488372093024,1.4805194805194806
FastViromeExplorer,88,0.0,820515963,224076,1.0,1.0,0.3255367045454545
PhageFilter,88,0.0,499911323,27112,1.0,0.967032967032967,2.625
Kraken2,88,0.0,60929376,27112,1.0,1.0,0.375
BioBloomTools,88,0.0,582014599,500728,1.0,0.9565217391304348,0.45454545454545453
FastViromeExplorer,88,0.02,859137200,224084,1.0,1.0,0.30228022727272724
PhageFilter,88,0.02,486479130,27112,1.0,0.9565217391304348,2.5
Kraken2,88,0.02,55449321,27112,1.0,1.0,0.4318181818181818
BioBloomTools,88,0.02,577009649,500728,1.0,0.9565217391304348,0.5113636363636364
FastViromeExplorer,88,0.04,818283170,224080,1.0,0.9887640449438202,0.6567381817062152
PhageFilter,88,0.04,507069625,27112,1.0,0.9565217391304348,1.7272727272727273
Kraken2,88,0.04,63046998,27112,0.9886363636363636,0.9886363636363636,0.45977011494252873
BioBloomTools,88,0.04,562597001,500728,1.0,0.9565217391304348,0.4431818181818182
FastViromeExplorer,88,0.06,819712976,224084,0.9886363636363636,1.0,1.0492690804597702
PhageFilter,88,0.06,520936506,27112,0.9886363636363636,0.9560439560439561,1.6896551724137931
Kraken2,88,0.06,55639070,27112,1.0,1.0,0.9318181818181818
BioBloomTools,88,0.06,557331384,500732,1.0,0.9565217391304348,0.9090909090909091
FastViromeExplorer,88,0.08,823957356,224080,1.0,0.9887640449438202,1.8175347555266137
PhageFilter,88,0.08,499170898,27112,0.9772727272727273,0.9662921348314607,1.5813953488372092
Kraken2,88,0.08,52941087,27112,0.9772727272727273,1.0,1.127906976744186
BioBloomTools,88,0.08,545158442,500728,1.0,0.946236559139785,0.9659090909090909
FastViromeExplorer,88,0.1,834721278,224076,0.9090909090909091,1.0,2.389893744695
PhageFilter,88,0.1,498121850,27112,0.8977272727272727,0.9875,1.620253164556962
Kraken2,88,0.1,57841605,27112,0.9659090909090909,1.0,1.6235294117647059
BioBloomTools,88,0.1,540008456,500728,1.0,0.946236559139785,1.3522727272727273
FastViromeExplorer,99,0.0,807786875,224152,1.0,1.0,0.20855060606060605
PhageFilter,99,0.0,524300210,27128,1.0,0.99,2.9797979797979797
Kraken2,99,0.0,58387567,27128,1.0,1.0,0.43434343434343436
BioBloomTools,99,0.0,573356529,500732,1.0,0.99,0.40404040404040403
FastViromeExplorer,99,0.02,797726816,224160,1.0,1.0,0.26952373737373736
PhageFilter,99,0.02,499588119,27128,1.0,0.99,2.8282828282828283
Kraken2,99,0.02,60694938,27128,1.0,1.0,0.35353535353535354
BioBloomTools,99,0.02,553277302,500776,1.0,0.99,0.3939393939393939
FastViromeExplorer,99,0.04,808305593,224152,1.0,1.0,0.551610202020202
PhageFilter,99,0.04,494608143,27128,1.0,1.0,2.7676767676767677
Kraken2,99,0.04,53967347,27128,0.98989898989899,1.0,0.5408163265306123
BioBloomTools,99,0.04,551573944,500728,1.0,1.0,0.696969696969697
FastViromeExplorer,99,0.06,802874130,224156,0.98989898989899,1.0,1.150728469387755
PhageFilter,99,0.06,704945030,27128,0.9595959595959596,0.9895833333333334,2.031578947368421
Kraken2,99,0.06,61877163,27132,1.0,1.0,0.8484848484848485
BioBloomTools,99,0.06,560047355,500728,1.0,0.99,0.8383838383838383
FastViromeExplorer,99,0.08,846725388,224156,0.9595959595959596,1.0,1.6918487031578946
PhageFilter,99,0.08,574842410,27132,0.9595959595959596,1.0,1.6631578947368422
Kraken2,99,0.08,55275363,27132,0.9696969696969697,1.0,1.21875
BioBloomTools,99,0.08,555213576,500732,1.0,1.0,1.1515151515151516
FastViromeExplorer,99,0.1,835841893,224152,0.9696969696969697,1.0,2.458333191875
PhageFilter,99,0.1,523828550,27132,0.8585858585858586,1.0,1.4941176470588236
Kraken2,99,0.1,55204411,27132,0.9797979797979798,1.0,1.5257731958762886
BioBloomTools,99,0.1,550744115,500728,1.0,1.0,1.3333333333333333
