replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,10,0.0,0.0,100,1000,1305716838,54536,0.0,0,1.0,0.501002004008016,nan
0,10,0.2,0.0,100,1000,926514372,48784,0.5,0.1111111111111111,1.0,0.501002004008016,299.4
0,10,0.4,0.0,100,1000,913372545,48476,1.0,0.21739130434782608,1.0,0.6195786864931846,32.9
0,10,0.6,0.0,100,1000,654909224,48828,1.0,0.38461538461538464,1.0,0.8992805755395683,6.1
0,10,0.8,0.0,100,1000,519931689,48400,1.0,0.5555555555555556,1.0,1.0,2.4
0,10,1.0,0.0,100,1000,364029275,48696,1.0,0.7692307692307693,1.0,1.0,0.2
0,20,0.0,0.0,100,1000,1262425531,53288,0.0,0,1.0,0.501002004008016,nan
0,20,0.2,0.0,100,1000,399290682,45608,1.0,0.5,1.0,1.0,5.7
0,20,0.4,0.0,100,1000,379469803,45628,1.0,0.5555555555555556,1.0,1.0,3.6
0,20,0.6,0.0,100,1000,373179922,45572,1.0,0.5882352941176471,1.0,1.0,1.8
0,20,0.8,0.0,100,1000,377193292,45940,1.0,0.7692307692307693,1.0,1.0,1.1
0,20,1.0,0.0,100,1000,341807776,45836,1.0,0.7692307692307693,1.0,1.0,0.2
0,30,0.0,0.0,100,1000,999293366,57656,0.0,0,1.0,0.501002004008016,nan
0,30,0.2,0.0,100,1000,385426507,46444,1.0,0.5555555555555556,1.0,1.0,4.2
0,30,0.4,0.0,100,1000,379821981,46056,1.0,0.5882352941176471,1.0,1.0,2.4
0,30,0.6,0.0,100,1000,401796882,46376,1.0,0.6666666666666666,1.0,1.0,1.4
0,30,0.8,0.0,100,1000,368460428,46684,1.0,0.7692307692307693,1.0,1.0,1.0
0,30,1.0,0.0,100,1000,334343339,46360,1.0,0.7692307692307693,1.0,1.0,0.2
0,40,0.0,0.0,100,1000,887398735,53416,0.0,0,1.0,0.501002004008016,nan
0,40,0.2,0.0,100,1000,359718407,45304,1.0,0.5882352941176471,1.0,1.0,2.5
0,40,0.4,0.0,100,1000,376044095,45308,1.0,0.625,1.0,1.0,1.7
0,40,0.6,0.0,100,1000,382093612,43412,1.0,0.6666666666666666,1.0,1.0,1.1
0,40,0.8,0.0,100,1000,391320596,45628,1.0,0.7692307692307693,1.0,1.0,0.7
0,40,1.0,0.0,100,1000,325000266,45600,1.0,0.7692307692307693,1.0,1.0,0.2
0,50,0.0,0.0,100,1000,927846359,51704,0.0,0,1.0,0.501002004008016,nan
0,50,0.2,0.0,100,1000,420862350,45812,1.0,0.625,1.0,1.0,2.0
0,50,0.4,0.0,100,1000,404302513,45808,1.0,0.6666666666666666,1.0,1.0,1.4
0,50,0.6,0.0,100,1000,392974158,46104,1.0,0.7142857142857143,1.0,1.0,1.1
0,50,0.8,0.0,100,1000,377609385,45808,1.0,0.7692307692307693,1.0,1.0,0.6
0,50,1.0,0.0,100,1000,358281990,45552,1.0,0.7692307692307693,1.0,1.0,0.2
0,10,0.0,0.02,100,1000,1018960843,54536,0.0,0,1.0,0.501002004008016,nan
0,10,0.2,0.02,100,1000,834880789,48760,0.6,0.15,1.0,0.501002004008016,359.8333333333333
0,10,0.4,0.02,100,1000,731280775,46480,0.6,0.2,1.0,0.6195786864931846,93.0
0,10,0.6,0.02,100,1000,582424966,46680,1.0,0.3448275862068966,0.988,0.9285714285714286,3.2
0,10,0.8,0.02,100,1000,461788771,46316,1.0,0.8333333333333334,0.858,0.9976744186046511,7.1
0,10,1.0,0.02,100,1000,358718776,46252,1.0,0.9090909090909091,0.2,1.0,40.0
0,20,0.0,0.02,100,1000,1025925037,55328,0.0,0,1.0,0.501002004008016,nan
0,20,0.2,0.02,100,1000,438345833,45520,1.0,0.7142857142857143,0.99,0.9979838709677419,0.5
0,20,0.4,0.02,100,1000,390324395,45800,1.0,0.7142857142857143,0.942,1.0,2.9
0,20,0.6,0.02,100,1000,379489959,45776,1.0,0.8333333333333334,0.752,1.0,12.4
0,20,0.8,0.02,100,1000,325566452,43412,1.0,0.8333333333333334,0.332,1.0,33.4
0,20,1.0,0.02,100,1000,316662737,43324,1.0,0.9090909090909091,0.192,1.0,40.4
0,30,0.0,0.02,100,1000,963814555,57916,0.0,0,1.0,0.501002004008016,nan
0,30,0.2,0.02,100,1000,363683847,43920,1.0,0.7142857142857143,0.916,1.0,4.2
0,30,0.4,0.02,100,1000,341645184,43920,1.0,0.8333333333333334,0.798,1.0,10.1
0,30,0.6,0.02,100,1000,330381687,44192,1.0,0.8333333333333334,0.462,1.0,26.9
0,30,0.8,0.02,100,1000,435503585,44116,1.0,0.9090909090909091,0.31,1.0,34.5
0,30,1.0,0.02,100,1000,310390135,43864,1.0,0.9090909090909091,0.192,1.0,40.4
0,40,0.0,0.02,100,1000,961115983,52840,0.0,0,1.0,0.501002004008016,nan
0,40,0.2,0.02,100,1000,343852967,45364,1.0,0.7142857142857143,0.818,1.0,9.1
0,40,0.4,0.02,100,1000,333428754,45296,1.0,0.8333333333333334,0.6,1.0,20.0
0,40,0.6,0.02,100,1000,344991658,45584,1.0,0.9090909090909091,0.41,1.0,29.5
0,40,0.8,0.02,100,1000,288204379,45580,1.0,0.9090909090909091,0.29,1.0,35.5
0,40,1.0,0.02,100,1000,290130540,45492,1.0,0.9090909090909091,0.192,1.0,40.4
