tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
PhageFilter,22,0.0,938547098,48224,1.0,0.7857142857142857,0.4090909090909091
Kraken2,22,0.0,51020090,27092,1.0,0.9166666666666666,1.1363636363636365
BioBloomTools,22,0.0,560089010,500732,1.0,0.6285714285714286,0.09090909090909091
FastViromeExplorer,22,0.02,801820989,224084,1.0,0.9166666666666666,0.5744999999999998
PhageFilter,22,0.02,558432297,45844,1.0,0.7857142857142857,3.3636363636363638
Kraken2,22,0.02,53104752,27092,1.0,0.9166666666666666,2.0454545454545454
BioBloomTools,22,0.02,550163819,500728,1.0,0.6666666666666666,0.5454545454545454
FastViromeExplorer,22,0.04,799023861,224088,1.0,1.0,1.379527272727273
PhageFilter,22,0.04,504149939,46096,1.0,0.9166666666666666,10.272727272727273
Kraken2,22,0.04,60089794,27092,1.0,1.0,1.8636363636363635
BioBloomTools,22,0.04,549631175,500728,1.0,0.7333333333333333,0.6363636363636364
FastViromeExplorer,22,0.06,868100728,224084,1.0,0.9565217391304348,4.3312681818181815
PhageFilter,22,0.06,557852914,45896,1.0,0.88,16.863636363636363
Kraken2,22,0.06,56375533,27100,1.0,0.9565217391304348,3.1818181818181817
BioBloomTools,22,0.06,551609611,500728,1.0,0.6285714285714286,1.5909090909090908
FastViromeExplorer,22,0.08,838007475,224088,1.0,0.88,8.600458636363637
PhageFilter,22,0.08,521220235,45836,0.9090909090909091,0.9090909090909091,19.2
Kraken2,22,0.08,54884492,27100,1.0,0.8461538461538461,5.454545454545454
BioBloomTools,22,0.08,545215147,500728,1.0,0.5238095238095238,3.4545454545454546
FastViromeExplorer,22,0.1,831253848,224092,1.0,0.88,11.373521818181818
PhageFilter,22,0.1,440137752,45836,0.6363636363636364,1.0,19.428571428571427
Kraken2,22,0.1,56982391,27100,1.0,0.9166666666666666,8.818181818181818
BioBloomTools,22,0.1,533824687,500728,1.0,0.6666666666666666,5.5
FastViromeExplorer,33,0.0,831035475,224088,1.0,1.0,0.22969090909090917
PhageFilter,33,0.0,591148156,46048,1.0,0.9166666666666666,2.090909090909091
Kraken2,33,0.0,94600774,27108,1.0,1.0,1.2424242424242424
BioBloomTools,33,0.0,575589520,500728,1.0,0.7857142857142857,0.8181818181818182
FastViromeExplorer,33,0.02,832591098,224092,1.0,1.0,0.45275151515151507
PhageFilter,33,0.02,620910843,46308,1.0,0.868421052631579,2.1818181818181817
Kraken2,33,0.02,54113203,27108,1.0,0.9705882352941176,1.7272727272727273
BioBloomTools,33,0.02,551663062,500728,1.0,0.75,0.6666666666666666
FastViromeExplorer,33,0.04,812044418,224096,1.0,0.9705882352941176,1.2056333333333333
PhageFilter,33,0.04,554723763,46148,1.0,0.9166666666666666,6.666666666666667
Kraken2,33,0.04,53454043,27108,1.0,1.0,1.9696969696969697
BioBloomTools,33,0.04,553762464,500728,1.0,0.75,1.0606060606060606
FastViromeExplorer,33,0.06,808276983,224088,1.0,0.9428571428571428,3.2144593939393937
PhageFilter,33,0.06,592667071,46048,0.9090909090909091,0.9375,10.533333333333333
Kraken2,33,0.06,98216289,27108,1.0,0.9705882352941176,2.6666666666666665
BioBloomTools,33,0.06,532666966,500728,1.0,0.6875,1.1515151515151516
FastViromeExplorer,33,0.08,804282817,224164,1.0,0.9705882352941176,5.44457606060606
PhageFilter,33,0.08,538237435,46152,0.7575757575757576,0.9615384615384616,12.92
Kraken2,33,0.08,53903060,27108,1.0,1.0,4.545454545454546
BioBloomTools,33,0.08,541351845,500728,1.0,0.7333333333333333,2.757575757575758
FastViromeExplorer,33,0.1,813903457,224088,1.0,0.9705882352941176,7.642412121212121
PhageFilter,33,0.1,491543302,44056,0.5757575757575758,0.95,13.31578947368421
Kraken2,33,0.1,102362058,27108,1.0,0.9428571428571428,5.0606060606060606
BioBloomTools,33,0.1,520721196,500728,1.0,0.673469387755102,4.333333333333333
FastViromeExplorer,44,0.0,806945029,224084,1.0,1.0,0.2456584090909091
PhageFilter,44,0.0,670168450,46032,1.0,0.9166666666666666,1.3863636363636365
Kraken2,44,0.0,52993015,27108,1.0,1.0,0.8409090909090909
BioBloomTools,44,0.0,585370860,500728,1.0,0.8627450980392157,0.5
FastViromeExplorer,44,0.02,988579922,224088,1.0,1.0,0.2918584090909091
PhageFilter,44,0.02,691702933,46104,1.0,0.9166666666666666,1.5909090909090908
Kraken2,44,0.02,138379685,27108,1.0,1.0,0.9090909090909091
BioBloomTools,44,0.02,554136427,500732,1.0,0.8148148148148148,0.6363636363636364
FastViromeExplorer,44,0.04,856185185,224092,1.0,0.9565217391304348,1.1114824999999997
PhageFilter,44,0.04,662546315,48212,0.9545454545454546,1.0,5.071428571428571
Kraken2,44,0.04,108264963,27108,1.0,0.9361702127659575,1.2727272727272727
BioBloomTools,44,0.04,551376914,500728,1.0,0.7586206896551724,0.5
FastViromeExplorer,44,0.06,813205441,224096,1.0,0.9565217391304348,2.258977727272727
PhageFilter,44,0.06,662655384,47956,0.8409090909090909,1.0,7.378378378378378
Kraken2,44,0.06,53550998,27112,1.0,0.9166666666666666,2.227272727272727
BioBloomTools,44,0.06,548679895,500728,1.0,0.7213114754098361,1.5681818181818181
FastViromeExplorer,44,0.08,817290713,224092,1.0,0.9565217391304348,3.5196122727272723
PhageFilter,44,0.08,561332432,43716,0.7954545454545454,0.9459459459459459,9.371428571428572
Kraken2,44,0.08,54919971,27112,1.0,0.9565217391304348,2.6363636363636362
BioBloomTools,44,0.08,545426691,500732,1.0,0.8148148148148148,1.8181818181818181
FastViromeExplorer,44,0.1,821638494,224084,1.0,1.0,5.090908936772727
PhageFilter,44,0.1,527747037,45844,0.5227272727272727,0.9583333333333334,9.652173913043478
Kraken2,44,0.1,97179889,27112,0.9772727272727273,1.0,3.4186046511627906
BioBloomTools,44,0.1,556695645,500732,1.0,0.7213114754098361,2.772727272727273
FastViromeExplorer,55,0.0,815044948,224152,1.0,1.0,0.18827799999999997
PhageFilter,55,0.0,620174618,46052,1.0,0.9649122807017544,1.9636363636363636
Kraken2,55,0.0,52968051,27120,1.0,1.0,0.8
BioBloomTools,55,0.0,591375243,500728,1.0,0.9166666666666666,0.7818181818181819
FastViromeExplorer,55,0.02,801507072,224092,1.0,0.9821428571428571,0.24121418181818177
PhageFilter,55,0.02,619062280,46108,1.0,0.9649122807017544,1.309090909090909
Kraken2,55,0.02,59445546,27120,1.0,0.9821428571428571,0.6363636363636364
BioBloomTools,55,0.02,568736276,500728,1.0,0.8088235294117647,0.2909090909090909
FastViromeExplorer,55,0.04,811238721,224156,1.0,1.0,0.8913938181818182
PhageFilter,55,0.04,686349741,46096,0.8727272727272727,1.0,3.3333333333333335
Kraken2,55,0.04,52710039,27120,1.0,1.0,1.0545454545454545
BioBloomTools,55,0.04,563839067,500728,1.0,0.8461538461538461,0.9636363636363636
FastViromeExplorer,55,0.06,799028533,224092,1.0,0.9649122807017544,1.7828899999999999
PhageFilter,55,0.06,621684403,46392,0.8181818181818182,0.9375,5.888888888888889
Kraken2,55,0.06,50797861,27120,1.0,1.0,1.1636363636363636
BioBloomTools,55,0.06,554032871,500728,1.0,0.7971014492753623,1.0545454545454545
FastViromeExplorer,55,0.08,862484661,224160,1.0,0.9821428571428571,3.3496005454545457
PhageFilter,55,0.08,583715747,43712,0.5636363636363636,0.9117647058823529,7.225806451612903
Kraken2,55,0.08,51262643,27120,1.0,0.9821428571428571,2.4545454545454546
BioBloomTools,55,0.08,653132797,500728,1.0,0.8088235294117647,1.3818181818181818
FastViromeExplorer,55,0.1,806162500,224092,1.0,0.9821428571428571,4.67731709090909
PhageFilter,55,0.1,624040274,46424,0.45454545454545453,0.9615384615384616,7.4
Kraken2,55,0.1,58797314,27120,0.9818181818181818,0.9642857142857143,3.240740740740741
BioBloomTools,55,0.1,602689802,500728,1.0,0.7971014492753623,2.1818181818181817
FastViromeExplorer,66,0.0,849316040,224080,1.0,1.0,0.3057475757575758
PhageFilter,66,0.0,696455858,48144,1.0,1.0,1.3484848484848484
Kraken2,66,0.0,55227061,27116,1.0,1.0,0.6363636363636364
BioBloomTools,66,0.0,644567725,500728,1.0,0.9166666666666666,0.6666666666666666
FastViromeExplorer,66,0.02,856548390,224084,1.0,0.9705882352941176,0.1977751515151515
PhageFilter,66,0.02,792778731,46372,0.9393939393939394,0.96875,1.0161290322580645
Kraken2,66,0.02,59440755,27120,1.0,0.9850746268656716,0.5909090909090909
BioBloomTools,66,0.02,600903931,500728,1.0,0.88,0.4090909090909091
FastViromeExplorer,66,0.04,837382437,224092,1.0,0.9850746268656716,0.6385924242424242
PhageFilter,66,0.04,685237686,46080,0.7878787878787878,0.9811320754716981,2.7884615384615383
Kraken2,66,0.04,56381829,27120,1.0,0.9850746268656716,1.0
BioBloomTools,66,0.04,579638460,500732,1.0,0.868421052631579,0.8636363636363636
FastViromeExplorer,66,0.06,866967339,224084,1.0,0.9850746268656716,1.6734363636363638
PhageFilter,66,0.06,624475455,45840,0.5757575757575758,1.0,4.131578947368421
Kraken2,66,0.06,62392085,27120,1.0,0.9850746268656716,0.9696969696969697
BioBloomTools,66,0.06,572974223,500728,1.0,0.868421052631579,0.7878787878787878
FastViromeExplorer,66,0.08,888097694,224088,1.0,1.0,2.497287427575758
PhageFilter,66,0.08,606357329,46052,0.5454545454545454,0.972972972972973,5.527777777777778
Kraken2,66,0.08,57970366,27120,1.0,0.9850746268656716,1.9696969696969697
BioBloomTools,66,0.08,590226235,500728,1.0,0.9041095890410958,1.5454545454545454
FastViromeExplorer,66,0.1,919462015,224084,0.9696969696969697,0.9846153846153847,3.5626465625
PhageFilter,66,0.1,539045690,43636,0.24242424242424243,0.9411764705882353,5.6875
Kraken2,66,0.1,56034543,27120,1.0,1.0,2.5757575757575757
BioBloomTools,66,0.1,573696547,500728,1.0,0.8918918918918919,1.7575757575757576
FastViromeExplorer,77,0.0,849718547,224084,1.0,1.0,0.2636309090909091
PhageFilter,77,0.0,789988020,46348,1.0,1.0,1.2207792207792207
Kraken2,77,0.0,61309242,27124,1.0,1.0,0.5064935064935064
BioBloomTools,77,0.0,610773463,500728,1.0,0.9625,0.42857142857142855
FastViromeExplorer,77,0.02,884552642,224080,1.0,0.9871794871794872,0.2490119480519481
PhageFilter,77,0.02,668090539,46204,0.8701298701298701,0.9852941176470589,0.6417910447761194
Kraken2,77,0.02,62801743,27124,0.987012987012987,0.9743589743589743,0.3684210526315789
BioBloomTools,77,0.02,598249484,500732,1.0,0.927710843373494,0.2727272727272727
FastViromeExplorer,77,0.04,891440435,224088,1.0,0.9871794871794872,0.6322303896103897
PhageFilter,77,0.04,668502546,46080,0.6883116883116883,0.9814814814814815,2.018867924528302
Kraken2,77,0.04,72843206,27124,1.0,1.0,0.7272727272727273
BioBloomTools,77,0.04,613421717,500728,1.0,0.9390243902439024,0.5714285714285714
FastViromeExplorer,77,0.06,837465577,224084,1.0,0.9871794871794872,1.2127690909090911
PhageFilter,77,0.06,617980873,46044,0.5584415584415584,1.0,3.2790697674418605
Kraken2,77,0.06,58226725,27124,1.0,0.9746835443037974,0.8831168831168831
BioBloomTools,77,0.06,569446512,500732,1.0,0.927710843373494,0.8311688311688312
FastViromeExplorer,77,0.08,868936698,224084,1.0,0.9871794871794872,2.1428650649350653
PhageFilter,77,0.08,658253241,45728,0.5974025974025974,0.9787234042553191,4.478260869565218
Kraken2,77,0.08,78082885,27124,1.0,1.0,1.4805194805194806
BioBloomTools,77,0.08,581555089,500728,1.0,0.9390243902439024,1.077922077922078
FastViromeExplorer,77,0.1,894096603,224080,0.961038961038961,0.9866666666666667,2.918918918918919
PhageFilter,77,0.1,538213804,43696,0.3116883116883117,1.0,4.791666666666667
Kraken2,77,0.1,58876902,27124,0.974025974025974,1.0,1.9733333333333334
BioBloomTools,77,0.1,653839847,500728,1.0,0.8953488372093024,1.4155844155844155
FastViromeExplorer,88,0.0,813040039,224076,1.0,1.0,0.17550193181818183
PhageFilter,88,0.0,688359068,45968,0.3977272727272727,0.9459459459459459,2.6857142857142855
Kraken2,88,0.0,59588632,27124,1.0,1.0,0.38636363636363635
BioBloomTools,88,0.0,619919494,500728,1.0,0.9777777777777777,0.36363636363636365
FastViromeExplorer,88,0.02,856624986,224080,1.0,1.0,0.2965269318181818
PhageFilter,88,0.02,669563515,45968,0.5681818181818182,1.0,0.78
Kraken2,88,0.02,57464482,27124,1.0,1.0,0.4431818181818182
BioBloomTools,88,0.02,629431254,500732,1.0,0.967032967032967,0.5340909090909091
FastViromeExplorer,88,0.04,862047264,224084,1.0,1.0,0.5993769318181819
PhageFilter,88,0.04,714444028,46248,0.5454545454545454,1.0,1.5
Kraken2,88,0.04,68524249,27124,0.9886363636363636,1.0,0.6551724137931034
BioBloomTools,88,0.04,633961497,500728,1.0,0.9777777777777777,0.6477272727272727
FastViromeExplorer,88,0.06,870354416,224076,1.0,0.9887640449438202,1.3472404545454546
PhageFilter,88,0.06,807706676,46016,0.5568181818181818,1.0,2.4693877551020407
Kraken2,88,0.06,64074796,27124,1.0,1.0,0.8863636363636364
BioBloomTools,88,0.06,579922716,500728,1.0,0.9565217391304348,0.9659090909090909
FastViromeExplorer,88,0.08,867727111,224076,0.9772727272727273,1.0,1.878736385383192
PhageFilter,88,0.08,677675346,45992,0.5568181818181818,0.9607843137254902,3.489795918367347
Kraken2,88,0.08,57567680,27124,0.9659090909090909,1.0,1.1764705882352942
BioBloomTools,88,0.08,614909288,500732,1.0,0.967032967032967,0.9772727272727273
FastViromeExplorer,88,0.1,871899975,224080,0.8977272727272727,1.0,2.190033860759494
PhageFilter,88,0.1,515429173,43328,0.2840909090909091,1.0,3.8
Kraken2,88,0.1,61923640,27124,0.9772727272727273,1.0,1.7674418604651163
BioBloomTools,88,0.1,590281465,500732,1.0,0.967032967032967,1.3295454545454546
FastViromeExplorer,99,0.0,844709057,224152,1.0,1.0,0.2536487095959596
PhageFilter,99,0.0,706819056,46144,0.29292929292929293,1.0,4.724137931034483
Kraken2,99,0.0,62711376,27140,0.98989898989899,1.0,0.35714285714285715
BioBloomTools,99,0.0,661482528,500728,1.0,1.0,0.48484848484848486
FastViromeExplorer,99,0.02,855045712,224160,1.0,1.0,0.3018675757575757
PhageFilter,99,0.02,805817330,46128,0.6363636363636364,1.0,0.7619047619047619
Kraken2,99,0.02,66591551,27140,1.0,1.0,0.41414141414141414
BioBloomTools,99,0.02,608981464,500732,1.0,1.0,0.5151515151515151
FastViromeExplorer,99,0.04,844505323,224152,1.0,1.0,0.5629086868686869
PhageFilter,99,0.04,698908369,46116,0.5757575757575758,1.0,1.3333333333333333
Kraken2,99,0.04,56245911,27140,1.0,1.0,0.6363636363636364
BioBloomTools,99,0.04,650270745,500732,1.0,1.0,0.797979797979798
FastViromeExplorer,99,0.06,840036099,224152,0.98989898989899,1.0,1.0442984605606531
PhageFilter,99,0.06,754068145,46388,0.42424242424242425,1.0,2.0476190476190474
Kraken2,99,0.06,54914034,27140,0.98989898989899,1.0,0.8163265306122449
BioBloomTools,99,0.06,605750136,500732,1.0,1.0,0.6666666666666666
FastViromeExplorer,99,0.08,897858429,224156,0.9595959595959596,1.0,1.6753166315789474
PhageFilter,99,0.08,631109817,46036,0.5555555555555556,1.0,3.6545454545454548
Kraken2,99,0.08,53612604,27144,0.9797979797979798,1.0,1.1649484536082475
BioBloomTools,99,0.08,698210447,500732,1.0,1.0,1.0101010101010102
FastViromeExplorer,99,0.1,843502956,224152,0.9595959595959596,1.0,2.3973772630016845
PhageFilter,99,0.1,569174546,44024,0.26262626262626265,1.0,3.6923076923076925
Kraken2,99,0.1,65383788,27144,1.0,1.0,1.8383838383838385
BioBloomTools,99,0.1,667374855,500728,1.0,1.0,1.3535353535353536
