tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
PhageFilter,33,0.0,599720215,45328,0.9393939393939394,0.8857142857142857,1.0
Kraken2,33,0.0,54005119,27108,1.0,0.9428571428571428,1.3636363636363635
BioBloomTools,33,0.0,592464013,500728,1.0,0.7674418604651163,0.696969696969697
FastViromeExplorer,33,0.02,843867466,224088,1.0,0.9166666666666666,0.3242939393939394
PhageFilter,33,0.02,523153746,45268,1.0,0.9428571428571428,6.303030303030303
Kraken2,33,0.02,60974102,27108,1.0,0.9428571428571428,0.9696969696969697
BioBloomTools,33,0.02,601529000,500732,1.0,0.75,0.42424242424242425
FastViromeExplorer,33,0.04,907583619,224092,1.0,0.9705882352941176,0.9415272727272727
PhageFilter,33,0.04,530807321,43064,0.9393939393939394,0.9393939393939394,10.096774193548388
Kraken2,33,0.04,56211746,27108,1.0,0.9705882352941176,1.2727272727272727
BioBloomTools,33,0.04,596912173,500728,1.0,0.7021276595744681,0.3939393939393939
FastViromeExplorer,33,0.06,912751873,224092,1.0,0.9428571428571428,2.729631818181818
PhageFilter,33,0.06,454391431,45696,0.9393939393939394,0.9117647058823529,12.67741935483871
Kraken2,33,0.06,65320806,27108,1.0,0.9705882352941176,1.9393939393939394
BioBloomTools,33,0.06,688757993,500772,1.0,0.6875,0.8787878787878788
FastViromeExplorer,33,0.08,885921736,224096,1.0,0.9166666666666666,5.370115454545456
PhageFilter,33,0.08,391182382,43068,0.5454545454545454,0.9,13.444444444444445
Kraken2,33,0.08,58684594,27108,1.0,0.9166666666666666,4.424242424242424
BioBloomTools,33,0.08,692726582,500728,1.0,0.6346153846153846,2.6666666666666665
FastViromeExplorer,33,0.1,830770294,224088,1.0,0.9705882352941176,7.121496363636364
PhageFilter,33,0.1,253128128,40992,0.21212121212121213,0.7777777777777778,13.857142857142858
Kraken2,33,0.1,53836300,27108,1.0,0.9705882352941176,5.0
BioBloomTools,33,0.1,570386140,500732,1.0,0.717391304347826,3.242424242424242
FastViromeExplorer,44,0.0,815944419,224084,1.0,1.0,0.11976636363636359
PhageFilter,44,0.0,632630190,42784,1.0,0.9166666666666666,1.0909090909090908
Kraken2,44,0.0,56344970,27108,1.0,1.0,0.8409090909090909
BioBloomTools,44,0.0,582315944,500728,1.0,0.8627450980392157,0.36363636363636365
FastViromeExplorer,44,0.02,821930933,224092,1.0,0.9777777777777777,0.22797113636363636
PhageFilter,44,0.02,553970869,45612,0.9090909090909091,0.975609756097561,3.825
Kraken2,44,0.02,52178567,27112,1.0,0.9777777777777777,0.6818181818181818
BioBloomTools,44,0.02,579019376,500732,1.0,0.7719298245614035,0.38636363636363635
FastViromeExplorer,44,0.04,804364830,224088,1.0,1.0,1.0044779545454545
PhageFilter,44,0.04,519009442,43312,0.8181818181818182,0.9230769230769231,7.388888888888889
Kraken2,44,0.04,52440347,27112,1.0,1.0,1.3863636363636365
BioBloomTools,44,0.04,568428583,500728,1.0,0.7457627118644068,0.5909090909090909
FastViromeExplorer,44,0.06,840728533,224092,1.0,0.9777777777777777,2.373900909090909
PhageFilter,44,0.06,507737460,43032,0.7954545454545454,0.9210526315789473,9.17142857142857
Kraken2,44,0.06,65105533,27112,1.0,0.9777777777777777,1.9090909090909092
BioBloomTools,44,0.06,555463507,500732,1.0,0.8301886792452831,0.8636363636363636
FastViromeExplorer,44,0.08,819182242,224092,0.9772727272727273,1.0,3.9534872093023257
PhageFilter,44,0.08,427678980,43096,0.5454545454545454,0.8275862068965517,9.791666666666666
Kraken2,44,0.08,57377327,27112,1.0,0.9777777777777777,2.9545454545454546
BioBloomTools,44,0.08,554810241,500728,1.0,0.7719298245614035,2.409090909090909
FastViromeExplorer,44,0.1,827550823,224152,1.0,1.0,5.0
PhageFilter,44,0.1,351889890,43048,0.3409090909090909,0.9375,9.933333333333334
Kraken2,44,0.1,52401422,27112,1.0,1.0,3.75
BioBloomTools,44,0.1,554756953,500728,1.0,0.8148148148148148,2.6818181818181817
FastViromeExplorer,55,0.0,879427982,224088,1.0,1.0,0.08462800000000005
PhageFilter,55,0.0,588211894,45620,0.9818181818181818,0.9818181818181818,0.6851851851851852
Kraken2,55,0.0,62971873,27120,1.0,1.0,0.5636363636363636
BioBloomTools,55,0.0,597242678,500732,1.0,0.873015873015873,0.34545454545454546
FastViromeExplorer,55,0.02,814174156,224096,1.0,1.0,0.31675109090909087
PhageFilter,55,0.02,571317087,43060,0.8727272727272727,0.96,3.125
Kraken2,55,0.02,55586646,27120,1.0,0.9821428571428571,0.9090909090909091
BioBloomTools,55,0.02,593564398,500728,1.0,0.8208955223880597,0.509090909090909
FastViromeExplorer,55,0.04,852456991,224096,1.0,0.9821428571428571,0.812807090909091
PhageFilter,55,0.04,557838064,45392,0.7272727272727273,0.9523809523809523,5.75
Kraken2,55,0.04,61137431,27120,1.0,1.0,0.8181818181818182
BioBloomTools,55,0.04,571744422,500728,1.0,0.8461538461538461,0.509090909090909
FastViromeExplorer,55,0.06,815888819,224160,1.0,0.9482758620689655,1.6555278181818185
PhageFilter,55,0.06,540391620,45148,0.8181818181818182,0.9574468085106383,7.111111111111111
Kraken2,55,0.06,60323932,27120,1.0,0.9649122807017544,1.3636363636363635
BioBloomTools,55,0.06,564026001,500728,1.0,0.8333333333333334,1.0727272727272728
FastViromeExplorer,55,0.08,812988046,224160,1.0,0.9482758620689655,3.0391932363636367
PhageFilter,55,0.08,455704331,43064,0.4727272727272727,0.8666666666666667,7.730769230769231
Kraken2,55,0.08,62789959,27120,1.0,0.9482758620689655,2.1636363636363636
BioBloomTools,55,0.08,562905480,500728,1.0,0.8208955223880597,1.4727272727272727
FastViromeExplorer,55,0.1,813545270,224088,0.9818181818181818,0.9642857142857143,4.900781807777777
PhageFilter,55,0.1,285262747,42984,0.16363636363636364,0.9,7.555555555555555
Kraken2,55,0.1,55094297,27120,1.0,0.9821428571428571,3.581818181818182
BioBloomTools,55,0.1,554372855,500732,1.0,0.6875,2.0
FastViromeExplorer,66,0.0,814841653,224076,1.0,0.9850746268656716,0.10081606060606063
PhageFilter,66,0.0,597733285,45160,0.9696969696969697,1.0,0.796875
Kraken2,66,0.0,58474889,27120,1.0,0.9850746268656716,0.3333333333333333
BioBloomTools,66,0.0,572140303,500728,1.0,0.8918918918918919,0.3181818181818182
FastViromeExplorer,66,0.02,814438141,224084,1.0,0.9850746268656716,0.2651942424242425
PhageFilter,66,0.02,564239407,45160,0.6818181818181818,0.9782608695652174,1.7333333333333334
Kraken2,66,0.02,52591053,27120,1.0,1.0,0.5454545454545454
BioBloomTools,66,0.02,570579833,500728,1.0,0.88,0.3333333333333333
FastViromeExplorer,66,0.04,816200813,224084,1.0,1.0,0.5083878787878788
PhageFilter,66,0.04,596206963,43072,0.6818181818181818,0.9574468085106383,3.911111111111111
Kraken2,66,0.04,60243018,27120,1.0,1.0,0.6060606060606061
BioBloomTools,66,0.04,606277019,500728,1.0,0.8918918918918919,0.3181818181818182
FastViromeExplorer,66,0.06,847964400,224088,1.0,0.9850746268656716,1.5030054545454545
PhageFilter,66,0.06,534195091,43012,0.5454545454545454,1.0,5.527777777777778
Kraken2,66,0.06,57000133,27120,1.0,1.0,1.2272727272727273
BioBloomTools,66,0.06,576006844,500772,1.0,0.88,1.0
FastViromeExplorer,66,0.08,888930756,224088,1.0,1.0,2.1697024242424243
PhageFilter,66,0.08,377255690,40936,0.2878787878787879,0.8636363636363636,5.7894736842105265
Kraken2,66,0.08,66395104,27120,1.0,1.0,1.893939393939394
BioBloomTools,66,0.08,570813284,500728,1.0,0.868421052631579,1.2727272727272727
FastViromeExplorer,66,0.1,849283154,224080,0.9545454545454546,0.984375,3.644591412698413
PhageFilter,66,0.1,295302963,43016,0.16666666666666666,1.0,5.909090909090909
Kraken2,66,0.1,56002715,27120,1.0,1.0,2.606060606060606
BioBloomTools,66,0.1,552285314,500732,1.0,0.8571428571428571,1.8484848484848484
FastViromeExplorer,77,0.0,840905483,224076,1.0,0.9871794871794872,0.1302153246753247
PhageFilter,77,0.0,629091970,42768,0.974025974025974,0.9868421052631579,0.8133333333333334
Kraken2,77,0.0,65215351,27124,1.0,0.9871794871794872,0.5194805194805194
BioBloomTools,77,0.0,582249634,500728,1.0,0.927710843373494,0.45454545454545453
FastViromeExplorer,77,0.02,890316598,224084,1.0,0.9871794871794872,0.2922690909090909
PhageFilter,77,0.02,588572634,44888,0.6233766233766234,0.9795918367346939,1.2916666666666667
Kraken2,77,0.02,59830703,27124,1.0,1.0,0.4025974025974026
BioBloomTools,77,0.02,581601530,500732,1.0,0.9506172839506173,0.36363636363636365
FastViromeExplorer,77,0.04,851760442,224088,1.0,0.9871794871794872,0.5664114285714285
PhageFilter,77,0.04,552978107,44948,0.6103896103896104,0.9591836734693877,3.106382978723404
Kraken2,77,0.04,66548904,27124,1.0,0.9871794871794872,0.5974025974025974
BioBloomTools,77,0.04,567581653,500728,1.0,0.9166666666666666,0.5064935064935064
FastViromeExplorer,77,0.06,824392245,224092,1.0,1.0,1.346472207792208
PhageFilter,77,0.06,512331995,42796,0.6233766233766234,0.96,4.520833333333333
Kraken2,77,0.06,59576898,27124,1.0,1.0,1.0649350649350648
BioBloomTools,77,0.06,567977117,500772,1.0,0.927710843373494,0.8311688311688312
FastViromeExplorer,77,0.08,821547389,224084,1.0,0.9871794871794872,2.1499824675324675
PhageFilter,77,0.08,403378533,43284,0.2987012987012987,0.9583333333333334,4.739130434782608
Kraken2,77,0.08,65902842,27124,0.987012987012987,0.987012987012987,1.486842105263158
BioBloomTools,77,0.08,567540386,500728,1.0,0.9625,1.1818181818181819
FastViromeExplorer,77,0.1,834136574,224080,0.935064935064935,1.0,2.8581845833333333
PhageFilter,77,0.1,389572658,42748,0.18181818181818182,1.0,4.928571428571429
Kraken2,77,0.1,55546708,27124,0.987012987012987,1.0,2.263157894736842
BioBloomTools,77,0.1,564124490,500728,1.0,0.927710843373494,1.6363636363636365
FastViromeExplorer,88,0.0,884309661,224076,1.0,0.9887640449438202,0.15672715909090906
PhageFilter,88,0.0,609213309,45648,0.9659090909090909,0.9883720930232558,0.6823529411764706
Kraken2,88,0.0,58848890,27124,1.0,0.9887640449438202,0.3977272727272727
BioBloomTools,88,0.0,577627106,500728,1.0,0.9777777777777777,0.36363636363636365
FastViromeExplorer,88,0.02,835383267,224080,1.0,1.0,0.20967772727272724
PhageFilter,88,0.02,590375386,45344,0.4659090909090909,1.0,0.8048780487804879
Kraken2,88,0.02,53851568,27124,1.0,1.0,0.36363636363636365
BioBloomTools,88,0.02,559128328,500728,1.0,0.9565217391304348,0.3522727272727273
FastViromeExplorer,88,0.04,816072182,224080,1.0,1.0,0.5135706818181819
PhageFilter,88,0.04,592554082,45328,0.5454545454545454,0.9795918367346939,2.3333333333333335
Kraken2,88,0.04,61058802,27124,0.9772727272727273,1.0,0.5232558139534884
BioBloomTools,88,0.04,579103482,500732,1.0,0.9777777777777777,0.8068181818181818
FastViromeExplorer,88,0.06,809180264,224080,1.0,0.9887640449438202,1.180533409090909
PhageFilter,88,0.06,487606604,43260,0.5227272727272727,1.0,3.652173913043478
Kraken2,88,0.06,51980672,27124,1.0,0.9887640449438202,0.8977272727272727
BioBloomTools,88,0.06,553003746,500728,1.0,0.9565217391304348,0.7954545454545454
FastViromeExplorer,88,0.08,844861144,224080,0.9886363636363636,1.0,1.7277314942528734
PhageFilter,88,0.08,453395620,42756,0.38636363636363635,0.9444444444444444,3.823529411764706
Kraken2,88,0.08,61215549,27124,0.9886363636363636,1.0,1.206896551724138
BioBloomTools,88,0.08,556359652,500732,1.0,0.967032967032967,0.8977272727272727
FastViromeExplorer,88,0.1,855339563,224076,0.9318181818181818,1.0,2.3273008747682926
PhageFilter,88,0.1,255483860,40640,0.09090909090909091,1.0,4.0
Kraken2,88,0.1,56126970,27124,0.9659090909090909,1.0,1.7529411764705882
BioBloomTools,88,0.1,544708231,500728,0.9886363636363636,0.9666666666666667,1.3333333333333333
FastViromeExplorer,99,0.0,824346871,224148,1.0,1.0,0.24229111111111112
PhageFilter,99,0.0,616201839,45392,0.30303030303030304,1.0,3.066666666666667
Kraken2,99,0.0,61019395,27140,0.98989898989899,1.0,0.3673469387755102
BioBloomTools,99,0.0,591714447,500732,1.0,0.99,0.43434343434343436
FastViromeExplorer,99,0.02,818694553,224152,1.0,1.0,0.32179262626262634
PhageFilter,99,0.02,635571948,45612,0.37373737373737376,1.0,0.972972972972973
Kraken2,99,0.02,54379111,27140,1.0,1.0,0.494949494949495
BioBloomTools,99,0.02,586648526,500728,1.0,1.0,0.5555555555555556
FastViromeExplorer,99,0.04,921983038,224160,0.98989898989899,1.0,0.5488799999999999
PhageFilter,99,0.04,614200771,44864,0.5555555555555556,1.0,2.418181818181818
Kraken2,99,0.04,85027811,27140,1.0,1.0,0.5454545454545454
BioBloomTools,99,0.04,626154573,500732,1.0,1.0,0.7070707070707071
FastViromeExplorer,99,0.06,971875937,224152,1.0,1.0,1.0683971717171719
PhageFilter,99,0.06,572670220,45412,0.5454545454545454,1.0,3.740740740740741
Kraken2,99,0.06,63892990,27140,1.0,1.0,0.7575757575757576
BioBloomTools,99,0.06,641294991,500728,1.0,1.0,0.8080808080808081
FastViromeExplorer,99,0.08,838108881,224156,1.0,1.0,1.8592230303030304
PhageFilter,99,0.08,437095654,45600,0.26262626262626265,1.0,3.8461538461538463
Kraken2,99,0.08,69122763,27140,0.9696969696969697,1.0,1.1979166666666667
BioBloomTools,99,0.08,580470067,500728,1.0,1.0,0.98989898989899
FastViromeExplorer,99,0.1,832157456,224088,0.9696969696969697,1.0,2.6041666862572916
PhageFilter,99,0.1,284327268,43004,0.12121212121212122,1.0,4.0
Kraken2,99,0.1,62498721,27144,0.9797979797979798,1.0,1.8865979381443299
BioBloomTools,99,0.1,561307228,500728,1.0,1.0,1.3535353535353536
