replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,50,0.4,0.02,33,1000,83781439,26752,1.0,1.0,0.4859437751004016,1.0,85.33333333333333
0,50,0.6,0.02,33,1000,75173607,26752,1.0,1.0,0.39156626506024095,1.0,101.0
0,50,0.8,0.02,33,1000,70303635,26752,1.0,1.0,0.2891566265060241,1.0,118.0
0,50,1.0,0.02,33,1000,61120796,26752,1.0,1.0,0.21084337349397592,1.0,131.0
0,10,0.0,0.04,33,1000,186288610,26752,1.0,0.09090909090909091,1.0,0.5,830.0
0,10,0.2,0.04,33,1000,156836725,26752,1.0,0.09090909090909091,1.0,0.5025227043390514,20.666666666666668
0,10,0.4,0.04,33,1000,116964459,26752,1.0,0.11538461538461539,0.9959839357429718,0.6813186813186813,0.6666666666666666
0,10,0.6,0.04,33,1000,115767665,26752,1.0,0.2727272727272727,0.9176706827309237,0.9744136460554371,14.0
0,10,0.8,0.04,33,1000,92573499,26752,1.0,0.75,0.42771084337349397,1.0,95.33333333333333
0,10,1.0,0.04,33,1000,68918753,26752,1.0,0.75,0.060240963855421686,1.0,156.0
0,20,0.0,0.04,33,1000,194405123,26752,1.0,0.09090909090909091,1.0,0.5,830.0
0,20,0.2,0.04,33,1000,105069904,26752,1.0,0.6,0.9317269076305221,0.9978494623655914,11.333333333333334
0,20,0.4,0.04,33,1000,91396768,26752,1.0,0.75,0.751004016064257,1.0,41.333333333333336
0,20,0.6,0.04,33,1000,90121604,26752,1.0,0.75,0.41967871485943775,1.0,96.33333333333333
0,20,0.8,0.04,33,1000,68477345,26752,1.0,0.75,0.13052208835341367,1.0,144.33333333333334
0,20,1.0,0.04,33,1000,65835845,26752,1.0,0.75,0.05622489959839357,1.0,156.66666666666666
0,30,0.0,0.04,33,1000,185580090,26752,1.0,0.09090909090909091,1.0,0.5,830.0
0,30,0.2,0.04,33,1000,101944508,26752,1.0,0.75,0.7329317269076305,1.0,44.333333333333336
0,30,0.4,0.04,33,1000,92710586,26752,1.0,0.75,0.4839357429718876,1.0,85.66666666666667
0,30,0.6,0.04,33,1000,75559533,26752,1.0,0.75,0.20883534136546184,1.0,131.33333333333334
0,30,0.8,0.04,33,1000,69287681,26752,1.0,0.75,0.11646586345381527,1.0,146.66666666666666
0,30,1.0,0.04,33,1000,58549936,26752,1.0,0.75,0.05622489959839357,1.0,156.66666666666666
0,40,0.0,0.04,33,1000,177257393,26752,1.0,0.09090909090909091,1.0,0.5,830.0
0,40,0.2,0.04,33,1000,105344855,26752,1.0,0.75,0.5281124497991968,1.0,78.33333333333333
0,40,0.4,0.04,33,1000,90069416,26752,1.0,0.75,0.30120481927710846,1.0,116.0
0,40,0.6,0.04,33,1000,67276426,26752,1.0,0.75,0.1746987951807229,1.0,137.0
0,40,0.8,0.04,33,1000,66072368,26752,1.0,0.75,0.11044176706827309,1.0,147.66666666666666
0,40,1.0,0.04,33,1000,64228257,26752,1.0,0.75,0.05622489959839357,1.0,156.66666666666666
0,50,0.0,0.04,33,1000,178329386,26752,1.0,0.09090909090909091,1.0,0.5,830.0
0,50,0.2,0.04,33,1000,92187334,26752,1.0,0.6,0.35943775100401604,1.0,106.66666666666667
