tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
BioBloomTools,33,0.08,519434139,500732,1.0,0.7021276595744681,2.1818181818181817
FastViromeExplorer,33,0.1,806105436,224152,1.0,0.8918918918918919,8.193447878787879
PhageFilter,33,0.1,629107919,46052,0.8181818181818182,0.675,6.37037037037037
Kraken2,33,0.1,51353162,27096,1.0,0.9428571428571428,5.575757575757576
BioBloomTools,33,0.1,525455496,500728,1.0,0.717391304347826,3.909090909090909
FastViromeExplorer,44,0.0,885833092,224084,1.0,0.9777777777777777,0.23839272727272726
PhageFilter,44,0.0,682253685,46120,0.5,0.5945945945945946,12.227272727272727
Kraken2,44,0.0,57022885,27096,1.0,0.9777777777777777,0.8636363636363636
BioBloomTools,44,0.0,565445765,500728,1.0,0.8301886792452831,0.25
FastViromeExplorer,44,0.02,812922776,224092,1.0,1.0,0.27379318181818185
PhageFilter,44,0.02,696509178,46064,0.9318181818181818,0.8541666666666666,7.951219512195122
Kraken2,44,0.02,55235485,27100,1.0,1.0,1.2954545454545454
BioBloomTools,44,0.02,569963852,500728,1.0,0.7457627118644068,0.5
FastViromeExplorer,44,0.04,792958020,224092,1.0,0.9777777777777777,0.8701693181818182
PhageFilter,44,0.04,672296004,46348,1.0,0.88,2.8181818181818183
Kraken2,44,0.04,62052518,27100,1.0,0.9565217391304348,0.8409090909090909
BioBloomTools,44,0.04,551745444,500728,1.0,0.8,0.5
FastViromeExplorer,44,0.06,795418831,224156,1.0,0.9777777777777777,2.3701086027272726
PhageFilter,44,0.06,694742815,46152,0.9545454545454546,0.9130434782608695,2.238095238095238
Kraken2,44,0.06,65483294,27100,0.9772727272727273,0.9772727272727273,1.7209302325581395
BioBloomTools,44,0.06,526066788,500728,1.0,0.8627450980392157,1.0681818181818181
FastViromeExplorer,44,0.08,792208401,224092,1.0,0.9565217391304348,3.566283409090909
PhageFilter,44,0.08,670695981,46044,0.8181818181818182,0.8571428571428571,3.611111111111111
Kraken2,44,0.08,60152190,27100,1.0,0.9565217391304348,2.090909090909091
BioBloomTools,44,0.08,534947865,500728,1.0,0.7719298245614035,1.4318181818181819
FastViromeExplorer,44,0.1,796405856,224084,1.0,0.9361702127659575,5.765224090909091
PhageFilter,44,0.1,617095941,46360,0.6590909090909091,0.7435897435897436,5.137931034482759
Kraken2,44,0.1,52007719,27100,1.0,0.9361702127659575,4.113636363636363
BioBloomTools,44,0.1,502878350,500728,1.0,0.7096774193548387,2.977272727272727
FastViromeExplorer,55,0.0,821933886,224088,1.0,0.9821428571428571,0.18286472727272732
PhageFilter,55,0.0,701137916,48524,0.6,0.75,5.818181818181818
Kraken2,55,0.0,51696588,27108,1.0,1.0,0.4909090909090909
BioBloomTools,55,0.0,540758795,500728,1.0,0.8208955223880597,0.36363636363636365
FastViromeExplorer,55,0.02,784990224,224156,1.0,0.9649122807017544,0.23992436363636357
PhageFilter,55,0.02,679540895,46336,0.6363636363636364,0.7954545454545454,6.542857142857143
Kraken2,55,0.02,57451074,27108,1.0,0.9649122807017544,0.8545454545454545
BioBloomTools,55,0.02,557045584,500732,1.0,0.859375,0.6181818181818182
FastViromeExplorer,55,0.04,797579827,224092,1.0,1.0,0.7238101818181819
PhageFilter,55,0.04,692603456,48232,0.8,0.7719298245614035,4.568181818181818
Kraken2,55,0.04,53285078,27108,1.0,1.0,0.8363636363636363
BioBloomTools,55,0.04,547447179,500728,1.0,0.8208955223880597,0.7090909090909091
FastViromeExplorer,55,0.06,897414795,224160,1.0,0.9821428571428571,1.9602098181818182
PhageFilter,55,0.06,676041027,48248,0.7090909090909091,0.8125,2.641025641025641
Kraken2,55,0.06,54063874,27108,0.9818181818181818,0.9818181818181818,1.7037037037037037
BioBloomTools,55,0.06,573622229,500772,1.0,0.8870967741935484,1.0
FastViromeExplorer,55,0.08,858015440,224160,1.0,0.9649122807017544,3.2545485454545457
PhageFilter,55,0.08,735619609,48492,0.7454545454545455,0.9318181818181818,2.0
Kraken2,55,0.08,56100156,27108,1.0,0.9821428571428571,2.309090909090909
BioBloomTools,55,0.08,606645618,500732,1.0,0.8208955223880597,1.490909090909091
FastViromeExplorer,55,0.1,844398718,224156,0.9818181818181818,0.9818181818181818,4.001474074074074
PhageFilter,55,0.1,772621313,48492,0.5454545454545454,0.7894736842105263,3.3333333333333335
Kraken2,55,0.1,59282617,27108,0.9818181818181818,0.9642857142857143,3.2777777777777777
BioBloomTools,55,0.1,550780842,500728,1.0,0.8461538461538461,2.109090909090909
FastViromeExplorer,66,0.0,823556428,224084,1.0,1.0,0.337684393939394
PhageFilter,66,0.0,814401744,45748,0.5606060606060606,0.8809523809523809,12.35135135135135
Kraken2,66,0.0,55884707,27104,1.0,1.0,0.8787878787878788
BioBloomTools,66,0.0,583367871,500728,1.0,0.9041095890410958,0.9090909090909091
FastViromeExplorer,66,0.02,829487270,224088,1.0,0.9705882352941176,0.3215734848484848
PhageFilter,66,0.02,790281306,46292,0.6060606060606061,0.9302325581395349,5.7
Kraken2,66,0.02,57734878,27104,1.0,0.9850746268656716,0.7121212121212122
