tool name,genome count in reads,error rate,time,memory,recall,precision,read count error
PhageFilter,88,0.08,904176318,48128,0.38636363636363635,0.85,316.2352941176471
Kraken2,88,0.08,80547232,27104,0.9886363636363636,1.0,1.3448275862068966
BioBloomTools,88,0.08,558481330,500728,1.0,0.946236559139785,1.1363636363636365
FastViromeExplorer,88,0.1,991347021,224076,0.9545454545454546,1.0,2.365915269166667
PhageFilter,88,0.1,839243376,47856,0.4090909090909091,0.8780487804878049,326.69444444444446
Kraken2,88,0.1,64013105,27104,0.9659090909090909,1.0,1.7058823529411764
BioBloomTools,88,0.1,558502275,500728,1.0,0.967032967032967,1.3409090909090908
FastViromeExplorer,99,0.0,853353326,224092,1.0,1.0,0.15785717171717173
PhageFilter,99,0.0,950936094,48508,0.41414141414141414,0.9761904761904762,374.9024390243902
Kraken2,99,0.0,61985142,27116,1.0,1.0,0.35353535353535354
BioBloomTools,99,0.0,595027213,500728,1.0,1.0,0.40404040404040403
FastViromeExplorer,99,0.02,858989694,224152,1.0,1.0,0.40407808080808083
PhageFilter,99,0.02,923787857,48252,0.41414141414141414,1.0,371.390243902439
Kraken2,99,0.02,67980647,27116,0.98989898989899,1.0,0.4387755102040816
BioBloomTools,99,0.02,566253767,500728,1.0,1.0,0.5555555555555556
FastViromeExplorer,99,0.04,890752846,224156,1.0,1.0,0.5277683838383839
PhageFilter,99,0.04,1109730654,48256,0.40404040404040403,0.975609756097561,377.15
Kraken2,99,0.04,58237068,27116,1.0,1.0,0.5454545454545454
BioBloomTools,99,0.04,572704639,500728,1.0,0.99,0.5555555555555556
FastViromeExplorer,99,0.06,864083444,224156,1.0,1.0,1.2300881590527273
PhageFilter,99,0.06,947467718,48240,0.41414141414141414,1.0,361.6341463414634
Kraken2,99,0.06,61689243,27116,1.0,1.0,0.9090909090909091
BioBloomTools,99,0.06,551081934,500728,1.0,1.0,1.0101010101010102
FastViromeExplorer,99,0.08,839621867,224156,0.98989898989899,1.0,1.7316881632653063
PhageFilter,99,0.08,968583864,48252,0.40404040404040403,1.0,365.05
Kraken2,99,0.08,63463914,27116,0.98989898989899,1.0,1.2346938775510203
BioBloomTools,99,0.08,538575917,500732,1.0,0.99,1.101010101010101
FastViromeExplorer,99,0.1,821716792,224156,0.9494949494949495,1.0,2.3956145744680852
PhageFilter,99,0.1,1064678535,48256,0.40404040404040403,1.0,353.6
Kraken2,99,0.1,62355434,27120,0.9595959595959596,1.0,1.7263157894736842
BioBloomTools,99,0.1,557785316,500732,1.0,1.0,1.303030303030303
