kmer size, theta, error rate, number of genomes, read count, time, memory, recall, precision, avg read count error
20, 0.4, 0.1, 45, 10000, 28637418164, 746426368, 0.8444444444444444, 0.7916666666666666, 176.78947368421052
20, 0.4, 0.1, 55, 10000, 29133779034, 746426368, 0.7272727272727273, 0.8888888888888888, 139.6
20, 0.4, 0.05, 30, 10000, 30270662463, 746426368, 0.5510204081632653, 0.7105263157894737, 195.03703703703704
20, 0.4, 0.01, 30, 10000, 34435846739, 746426368, 0.37254901960784315, 0.7307692307692307, 1622.3157894736842
20, 0.4, 0.01, 40, 10000, 31458278681, 746426368, 0.475, 0.6785714285714286, 785.6842105263158
20, 0.4, 0.01, 45, 10000, 31374929168, 746426368, 1.0, 0.7894736842105263, 176.62222222222223
20, 0.4, 0.05, 45, 10000, 30347098227, 746426368, 1.0, 0.8035714285714286, 90.06666666666666
20, 0.4, 0.01, 55, 10000, 31023557060, 746426368, 0.38181818181818183, 0.7, 679.8095238095239
20, 0.4, 0.1, 50, 10000, 28605515530, 746426368, 0.9, 0.7894736842105263, 164.9111111111111
20, 0.4, 0.01, 35, 10000, 31034832927, 746426368, 1.0, 0.6862745098039216, 182.8
20, 0.4, 0.0, 50, 10000, 31926210613, 746426368, 0.48, 0.6486486486486487, 280.6666666666667
20, 0.4, 0.05, 35, 10000, 29067173084, 746426368, 1.0, 0.7, 106.51428571428572
20, 0.1, 0.05, 50, 10000, 29654274891, 746426368, 0.28, 0.5833333333333334, 524.8571428571429
20, 0.1, 0.0, 45, 10000, 32432019683, 746426368, 0.28888888888888886, 0.5652173913043478, 1197.6923076923076
20, 0.1, 0.0, 55, 10000, 33104332237, 746426368, 0.3090909090909091, 0.68, 1306.4705882352941
20, 0.1, 0.01, 50, 10000, 32420881831, 746426368, 0.34, 0.6071428571428571, 912.1176470588235
20, 0.1, 0.1, 45, 10000, 29373861216, 746426368, 0.9111111111111111, 0.7884615384615384, 101.36585365853658
20, 0.1, 0.1, 55, 10000, 29173178266, 746426368, 0.2909090909090909, 0.7619047619047619, 286.125
20, 0.1, 0.05, 30, 10000, 31181409988, 746426368, 0.46938775510204084, 0.6571428571428571, 433.95652173913044
20, 0.1, 0.01, 30, 10000, 35169852591, 746426368, 0.37254901960784315, 0.7307692307692307, 2341.4736842105262
20, 0.1, 0.01, 40, 10000, 31922435784, 746426368, 0.3, 0.5714285714285714, 1812.3333333333333
20, 0.1, 0.01, 45, 10000, 32691754144, 746426368, 0.28888888888888886, 0.52, 866.6153846153846
20, 0.1, 0.05, 45, 10000, 30949546139, 746426368, 0.37777777777777777, 0.6071428571428571, 259.29411764705884
20, 0.1, 0.01, 55, 10000, 32148173571, 746426368, 0.38181818181818183, 0.7, 961.1428571428571
20, 0.1, 0.1, 50, 10000, 32092733398, 746426368, 0.54, 0.6923076923076923, 97.33333333333333
20, 0.1, 0.01, 35, 10000, 32388768832, 746426368, 1.0, 0.7, 268.9142857142857
20, 0.1, 0.0, 50, 10000, 31575969610, 746426368, 0.4, 0.6060606060606061, 449.7
20, 0.1, 0.05, 35, 10000, 29815980121, 746426368, 1.0, 0.6730769230769231, 120.34285714285714
20, 0.2, 0.05, 50, 10000, 29820718613, 746426368, 0.28, 0.5833333333333334, 390.0
20, 0.2, 0.0, 45, 10000, 35682682152, 746426368, 0.28888888888888886, 0.5652173913043478, 1105.8461538461538
20, 0.2, 0.0, 55, 10000, 35293643624, 746426368, 0.3090909090909091, 0.68, 1222.0
20, 0.2, 0.01, 50, 10000, 32654036975, 746426368, 0.34, 0.6071428571428571, 830.5882352941177
20, 0.2, 0.1, 45, 10000, 29407087485, 746426368, 1.0, 0.8035714285714286, 102.42222222222222
20, 0.2, 0.1, 55, 10000, 28611917204, 746426368, 0.36363636363636365, 0.8, 111.85
20, 0.2, 0.05, 30, 10000, 30562133664, 746426368, 0.5102040816326531, 0.6756756756756757, 314.0
20, 0.2, 0.01, 30, 10000, 35401037295, 746426368, 0.37254901960784315, 0.7307692307692307, 2139.684210526316
20, 0.2, 0.01, 40, 10000, 31684805820, 746426368, 0.3, 0.5714285714285714, 1655.0
20, 0.2, 0.01, 45, 10000, 31314134844, 746426368, 0.26666666666666666, 0.5, 856.5
20, 0.2, 0.05, 45, 10000, 29581730618, 746426368, 1.0, 0.8035714285714286, 88.91111111111111
20, 0.2, 0.01, 55, 10000, 30943351743, 746426368, 0.38181818181818183, 0.7, 876.0
20, 0.2, 0.1, 50, 10000, 29002353497, 746426368, 0.94, 0.7966101694915254, 94.68085106382979
20, 0.2, 0.01, 35, 10000, 30848499237, 746426368, 1.0, 0.6862745098039216, 239.37142857142857
20, 0.2, 0.0, 50, 10000, 30986228660, 746426368, 0.38, 0.59375, 430.42105263157896
20, 0.2, 0.05, 35, 10000, 28842062756, 746426368, 1.0, 0.6862745098039216, 98.94285714285714
20, 0.0, 0.05, 50, 10000, 41918838424, 746426368, 0.0, 0, nan
20, 0.0, 0.0, 45, 10000, 58349376048, 746426368, 0.0, 0, nan
20, 0.0, 0.0, 55, 10000, 59055593410, 746426368, 0.0, 0, nan
20, 0.0, 0.01, 50, 10000, 59246802424, 746426368, 0.0, 0, nan
20, 0.0, 0.1, 45, 10000, 44495442325, 746426368, 0.0, 0, nan
20, 0.0, 0.1, 55, 10000, 43774184426, 746426368, 0.0, 0, nan
20, 0.0, 0.05, 30, 10000, 60064486833, 746426368, 0.0, 0, nan
20, 0.0, 0.01, 30, 10000, 90593748017, 746426368, 0.0, 0, nan
20, 0.0, 0.01, 40, 10000, 59136286085, 746426368, 0.0, 0, nan
20, 0.0, 0.01, 45, 10000, 60680316464, 746426368, 0.0, 0, nan
20, 0.0, 0.05, 45, 10000, 46052208164, 746426368, 0.0, 0, nan
20, 0.0, 0.01, 55, 10000, 59345425624, 746426368, 0.0, 0, nan
20, 0.0, 0.1, 50, 10000, 43917193026, 746426368, 0.0, 0, nan
20, 0.0, 0.01, 35, 10000, 60465693258, 746426368, 0.0, 0, nan
20, 0.0, 0.0, 50, 10000, 60342779085, 746426368, 0.0, 0, nan
20, 0.0, 0.05, 35, 10000, 44096997832, 746426368, 0.0, 0, nan
25, 1.0, 0.05, 50, 10000, 27482295449, 749314048, 0.82, 0.8913043478260869, 194.2439024390244
25, 1.0, 0.0, 45, 10000, 30276899024, 749314048, 1.0, 0.8181818181818182, 68.08888888888889
25, 1.0, 0.0, 55, 10000, 30489816121, 749314048, 1.0, 0.873015873015873, 80.87272727272727
25, 1.0, 0.01, 50, 10000, 28987163709, 749314048, 1.0, 0.8771929824561403, 180.0
25, 1.0, 0.1, 45, 10000, 27825217202, 749314048, 0.08888888888888889, 1.0, 221.0
25, 1.0, 0.1, 55, 10000, 27594496691, 749314048, 0.05454545454545454, 0.75, 180.0
25, 1.0, 0.05, 30, 10000, 28197508351, 749314048, 0.7551020408163265, 0.8222222222222222, 420.2162162162162
25, 1.0, 0.01, 30, 10000, 30506935805, 749314048, 1.0, 0.8947368421052632, 342.9019607843137
25, 1.0, 0.01, 40, 10000, 29255956754, 749314048, 1.0, 0.8163265306122449, 217.15
25, 1.0, 0.01, 45, 10000, 28657409007, 749314048, 1.0, 0.8653846153846154, 214.7111111111111
25, 1.0, 0.05, 45, 10000, 29312885152, 749314048, 0.7555555555555555, 0.7906976744186046, 215.35294117647058
25, 1.0, 0.01, 55, 10000, 29689559445, 749314048, 1.0, 0.8870967741935484, 151.63636363636363
25, 1.0, 0.1, 50, 10000, 27926586716, 749314048, 0.04, 1.0, 198.5
25, 1.0, 0.01, 35, 10000, 29011248002, 749314048, 1.0, 0.7446808510638298, 270.45714285714286
25, 1.0, 0.0, 50, 10000, 29854960529, 749314048, 1.0, 0.9259259259259259, 48.6
25, 1.0, 0.05, 35, 10000, 28164668526, 749314048, 0.8857142857142857, 0.8157894736842105, 277.5483870967742
25, 0.9, 0.05, 50, 10000, 27651638104, 749314048, 0.92, 0.8518518518518519, 191.6086956521739
25, 0.9, 0.0, 45, 10000, 30666015496, 749314048, 1.0, 0.8181818181818182, 80.22222222222223
25, 0.9, 0.0, 55, 10000, 30254207058, 749314048, 1.0, 0.873015873015873, 94.76363636363637
25, 0.9, 0.01, 50, 10000, 29488913523, 749314048, 1.0, 0.847457627118644, 151.64
25, 0.9, 0.1, 45, 10000, 27633469357, 749314048, 0.24444444444444444, 0.9166666666666666, 221.0
25, 0.9, 0.1, 55, 10000, 27938012675, 749314048, 0.14545454545454545, 0.8888888888888888, 179.875
25, 0.9, 0.05, 30, 10000, 28214304158, 749314048, 0.7551020408163265, 0.7708333333333334, 411.97297297297297
25, 0.9, 0.01, 30, 10000, 31869346165, 749314048, 1.0, 0.8793103448275862, 317.5686274509804
25, 0.9, 0.01, 40, 10000, 30978374007, 749314048, 1.0, 0.8163265306122449, 188.2
25, 0.9, 0.01, 45, 10000, 30141181098, 749314048, 1.0, 0.8181818181818182, 184.3111111111111
25, 0.9, 0.05, 45, 10000, 28147144492, 749314048, 0.8444444444444444, 0.7916666666666666, 211.44736842105263
25, 0.9, 0.01, 55, 10000, 30006128463, 749314048, 1.0, 0.873015873015873, 126.2909090909091
25, 0.9, 0.1, 50, 10000, 28191352453, 749314048, 0.18, 1.0, 198.88888888888889
25, 0.9, 0.01, 35, 10000, 32437520109, 749314048, 1.0, 0.7, 239.0857142857143
25, 0.9, 0.0, 50, 10000, 32594525613, 749314048, 1.0, 0.847457627118644, 53.8
25, 0.9, 0.05, 35, 10000, 29942546597, 749314048, 0.9428571428571428, 0.8048780487804879, 272.93939393939394
25, 0.8, 0.05, 50, 10000, 30620397082, 749314048, 0.86, 0.8269230769230769, 184.34883720930233
25, 0.8, 0.0, 45, 10000, 32164920392, 749314048, 1.0, 0.8181818181818182, 95.55555555555556
25, 0.8, 0.0, 55, 10000, 33026016418, 749314048, 1.0, 0.873015873015873, 114.25454545454545
25, 0.8, 0.01, 50, 10000, 30208477442, 749314048, 1.0, 0.847457627118644, 131.52
25, 0.8, 0.1, 45, 10000, 30240184927, 749314048, 0.5111111111111111, 0.8214285714285714, 220.56521739130434
25, 0.8, 0.1, 55, 10000, 29195952358, 749314048, 0.45454545454545453, 0.8928571428571429, 179.84
25, 0.8, 0.05, 30, 10000, 28366115603, 749314048, 0.7551020408163265, 0.7708333333333334, 397.6216216216216
25, 0.8, 0.01, 30, 10000, 32786701304, 749314048, 0.9215686274509803, 0.8703703703703703, 307.3191489361702
25, 0.8, 0.01, 40, 10000, 31739340615, 749314048, 1.0, 0.8163265306122449, 180.9
25, 0.8, 0.01, 45, 10000, 30295607056, 749314048, 1.0, 0.7894736842105263, 150.7111111111111
25, 0.8, 0.05, 45, 10000, 28292342865, 749314048, 0.9111111111111111, 0.803921568627451, 205.97560975609755
25, 0.8, 0.01, 55, 10000, 30869061683, 749314048, 1.0, 0.873015873015873, 118.47272727272727
25, 0.8, 0.1, 50, 10000, 28355014772, 749314048, 0.38, 0.9047619047619048, 198.8421052631579
25, 0.8, 0.01, 35, 10000, 29813656825, 749314048, 1.0, 0.7142857142857143, 208.11428571428573
25, 0.8, 0.0, 50, 10000, 31154799246, 749314048, 1.0, 0.8064516129032258, 60.24
25, 0.8, 0.05, 35, 10000, 28263833429, 749314048, 1.0, 0.7777777777777778, 264.45714285714286
25, 0.7, 0.05, 50, 10000, 28027382572, 749314048, 0.9, 0.8181818181818182, 175.84444444444443
25, 0.7, 0.0, 45, 10000, 30660750177, 749314048, 1.0, 0.8181818181818182, 112.17777777777778
25, 0.7, 0.0, 55, 10000, 30680041574, 749314048, 1.0, 0.873015873015873, 136.47272727272727
25, 0.7, 0.01, 50, 10000, 30208403467, 749314048, 1.0, 0.8333333333333334, 123.96
25, 0.7, 0.1, 45, 10000, 28005155234, 749314048, 0.8888888888888888, 0.7843137254901961, 220.325
25, 0.7, 0.1, 55, 10000, 28921231969, 749314048, 0.6727272727272727, 0.8409090909090909, 179.0810810810811
25, 0.7, 0.05, 30, 10000, 28766678750, 749314048, 0.7755102040816326, 0.7755102040816326, 378.5
25, 0.7, 0.01, 30, 10000, 32410860440, 749314048, 0.6078431372549019, 0.8157894736842105, 374.7096774193548
25, 0.7, 0.01, 40, 10000, 29966993444, 749314048, 1.0, 0.8163265306122449, 188.35
25, 0.7, 0.01, 45, 10000, 30314794100, 749314048, 1.0, 0.7894736842105263, 131.82222222222222
25, 0.7, 0.05, 45, 10000, 28161673590, 749314048, 0.9111111111111111, 0.7735849056603774, 197.26829268292684
25, 0.7, 0.01, 55, 10000, 30113151862, 749314048, 0.9818181818181818, 0.8571428571428571, 116.96296296296296
25, 0.7, 0.1, 50, 10000, 28021808990, 749314048, 0.78, 0.7959183673469388, 198.43589743589743
25, 0.7, 0.01, 35, 10000, 30099524295, 749314048, 1.0, 0.6862745098039216, 194.85714285714286
25, 0.7, 0.0, 50, 10000, 30241021985, 749314048, 1.0, 0.7936507936507936, 69.28
25, 0.7, 0.05, 35, 10000, 28358258186, 749314048, 1.0, 0.7608695652173914, 254.8
25, 0.6, 0.05, 50, 10000, 28043943256, 749314048, 0.96, 0.8275862068965517, 146.66666666666666
25, 0.6, 0.0, 45, 10000, 30489659152, 749314048, 1.0, 0.8181818181818182, 168.17777777777778
25, 0.6, 0.0, 55, 10000, 30329161512, 749314048, 0.3090909090909091, 0.68, 645.6470588235294
25, 0.6, 0.01, 50, 10000, 30560060017, 749314048, 1.0, 0.8333333333333334, 137.68
25, 0.6, 0.1, 45, 10000, 27844003257, 749314048, 0.8888888888888888, 0.8333333333333334, 216.75
25, 0.6, 0.1, 55, 10000, 27952556925, 749314048, 0.5818181818181818, 0.8421052631578947, 174.78125
25, 0.6, 0.05, 30, 10000, 28825124189, 749314048, 0.9183673469387755, 0.8035714285714286, 309.9555555555556
25, 0.6, 0.01, 30, 10000, 37778723685, 749314048, 0.39215686274509803, 0.7407407407407407, 813.4
25, 0.6, 0.01, 40, 10000, 30938123822, 749314048, 1.0, 0.8163265306122449, 226.85
25, 0.6, 0.01, 45, 10000, 30634201486, 749314048, 1.0, 0.7894736842105263, 113.11111111111111
25, 0.6, 0.05, 45, 10000, 28393885446, 749314048, 0.9777777777777777, 0.7857142857142857, 166.61363636363637
25, 0.6, 0.01, 55, 10000, 30841196983, 749314048, 0.7272727272727273, 0.8163265306122449, 191.05
25, 0.6, 0.1, 50, 10000, 27795936772, 749314048, 0.68, 0.85, 195.7058823529412
25, 0.6, 0.01, 35, 10000, 30787690316, 749314048, 1.0, 0.6862745098039216, 133.65714285714284
25, 0.6, 0.0, 50, 10000, 30740513548, 749314048, 1.0, 0.7936507936507936, 93.4
25, 0.6, 0.05, 35, 10000, 28572349209, 749314048, 1.0, 0.7446808510638298, 217.8
25, 0.5, 0.05, 50, 10000, 28285545609, 749314048, 0.86, 0.8113207547169812, 110.4186046511628
25, 0.5, 0.0, 45, 10000, 30837902132, 749314048, 1.0, 0.8181818181818182, 205.06666666666666
25, 0.5, 0.0, 55, 10000, 30446515427, 749314048, 0.3090909090909091, 0.68, 772.5882352941177
25, 0.5, 0.01, 50, 10000, 32403224511, 749314048, 1.0, 0.8333333333333334, 162.16
25, 0.5, 0.1, 45, 10000, 31880106408, 749314048, 0.8, 0.8181818181818182, 207.72222222222223
25, 0.5, 0.1, 55, 10000, 30369217256, 749314048, 0.6727272727272727, 0.8809523809523809, 167.94594594594594
25, 0.5, 0.05, 30, 10000, 32788605481, 749314048, 0.7959183673469388, 0.78, 250.7948717948718
25, 0.5, 0.01, 30, 10000, 35150934086, 749314048, 0.37254901960784315, 0.7307692307692307, 1098.2105263157894
25, 0.5, 0.01, 40, 10000, 31306864710, 749314048, 1.0, 0.8163265306122449, 270.0
25, 0.5, 0.01, 45, 10000, 30494050265, 749314048, 1.0, 0.7894736842105263, 130.04444444444445
25, 0.5, 0.05, 45, 10000, 28746032319, 749314048, 1.0, 0.7894736842105263, 136.93333333333334
25, 0.5, 0.01, 55, 10000, 30533927078, 749314048, 0.41818181818181815, 0.71875, 414.69565217391306
25, 0.5, 0.1, 50, 10000, 28364802105, 749314048, 0.88, 0.8461538461538461, 190.20454545454547
25, 0.5, 0.01, 35, 10000, 30274224081, 749314048, 1.0, 0.6862745098039216, 142.5142857142857
25, 0.5, 0.0, 50, 10000, 33682947918, 749314048, 1.0, 0.7936507936507936, 107.76
25, 0.5, 0.05, 35, 10000, 32869531644, 749314048, 1.0, 0.7142857142857143, 180.37142857142857
25, 0.4, 0.05, 50, 10000, 33063081107, 749314048, 0.9, 0.8181818181818182, 97.02222222222223
25, 0.4, 0.0, 45, 10000, 34774235606, 749314048, 1.0, 0.8181818181818182, 233.64444444444445
25, 0.4, 0.0, 55, 10000, 32595673353, 749314048, 0.3090909090909091, 0.68, 884.7058823529412
25, 0.4, 0.01, 50, 10000, 40261805012, 749314048, 0.48, 0.7058823529411765, 375.0
25, 0.4, 0.1, 45, 10000, 31318262111, 749314048, 0.9333333333333333, 0.8235294117647058, 197.26190476190476
25, 0.4, 0.1, 55, 10000, 28871066129, 749314048, 0.6727272727272727, 0.8809523809523809, 155.51351351351352
25, 0.4, 0.05, 30, 10000, 30951881345, 749314048, 0.7142857142857143, 0.7608695652173914, 200.45714285714286
25, 0.4, 0.01, 30, 10000, 34768946072, 749314048, 0.37254901960784315, 0.7307692307692307, 1334.1052631578948
25, 0.4, 0.01, 40, 10000, 31885145989, 749314048, 1.0, 0.8163265306122449, 318.45
25, 0.4, 0.01, 45, 10000, 31119802542, 749314048, 1.0, 0.7894736842105263, 151.06666666666666
25, 0.4, 0.05, 45, 10000, 28811425137, 749314048, 1.0, 0.8035714285714286, 109.24444444444444
25, 0.4, 0.01, 55, 10000, 31428071772, 749314048, 0.4, 0.7096774193548387, 538.6363636363636
25, 0.4, 0.1, 50, 10000, 28117945143, 749314048, 0.88, 0.8, 179.72727272727272
25, 0.4, 0.01, 35, 10000, 31037332250, 749314048, 1.0, 0.7, 159.37142857142857
25, 0.4, 0.0, 50, 10000, 30657132546, 749314048, 1.0, 0.7936507936507936, 119.0
25, 0.4, 0.05, 35, 10000, 29053023011, 749314048, 1.0, 0.7142857142857143, 135.62857142857143
25, 0.1, 0.05, 50, 10000, 29105796568, 749314048, 0.28, 0.5833333333333334, 408.35714285714283
25, 0.1, 0.0, 45, 10000, 31607036735, 749314048, 0.28888888888888886, 0.5652173913043478, 1132.0
25, 0.1, 0.0, 55, 10000, 31618319497, 749314048, 0.3090909090909091, 0.68, 1237.5294117647059
25, 0.1, 0.01, 50, 10000, 31661726134, 749314048, 0.34, 0.6071428571428571, 845.0588235294117
25, 0.1, 0.1, 45, 10000, 28917969573, 749314048, 0.8888888888888888, 0.7843137254901961, 97.95
25, 0.1, 0.1, 55, 10000, 29092490900, 749314048, 0.34545454545454546, 0.7916666666666666, 134.73684210526315
25, 0.1, 0.05, 30, 10000, 32271572821, 749314048, 0.4897959183673469, 0.6666666666666666, 346.125
25, 0.1, 0.01, 30, 10000, 47148347125, 749314048, 0.37254901960784315, 0.7307692307692307, 2177.157894736842
25, 0.1, 0.01, 40, 10000, 32674820963, 749314048, 0.3, 0.5714285714285714, 1688.0
25, 0.1, 0.01, 45, 10000, 31512141706, 749314048, 0.26666666666666666, 0.5, 871.1666666666666
25, 0.1, 0.05, 45, 10000, 29554777618, 749314048, 0.8222222222222222, 0.7708333333333334, 104.16216216216216
25, 0.1, 0.01, 55, 10000, 31305947883, 749314048, 0.38181818181818183, 0.7, 891.4285714285714
25, 0.1, 0.1, 50, 10000, 29127990871, 749314048, 0.78, 0.7647058823529411, 86.6923076923077
25, 0.1, 0.01, 35, 10000, 31988352917, 749314048, 1.0, 0.6862745098039216, 245.6
25, 0.1, 0.0, 50, 10000, 31528496748, 749314048, 0.4, 0.6060606060606061, 422.3
25, 0.1, 0.05, 35, 10000, 29278069450, 749314048, 1.0, 0.7142857142857143, 104.91428571428571
25, 0.2, 0.05, 50, 10000, 29336421915, 749314048, 0.3, 0.6, 235.26666666666668
25, 0.2, 0.0, 45, 10000, 31210392730, 749314048, 0.28888888888888886, 0.5652173913043478, 1025.8461538461538
25, 0.2, 0.0, 55, 10000, 36000814675, 749314048, 0.3090909090909091, 0.68, 1125.5294117647059
25, 0.2, 0.01, 50, 10000, 31970494447, 749314048, 0.34, 0.6296296296296297, 736.4705882352941
25, 0.2, 0.1, 45, 10000, 30035188602, 749314048, 0.9111111111111111, 0.7884615384615384, 129.5609756097561
25, 0.2, 0.1, 55, 10000, 30845188586, 749314048, 0.5454545454545454, 0.8571428571428571, 83.53333333333333
25, 0.2, 0.05, 30, 10000, 31490269224, 749314048, 0.5102040816326531, 0.6944444444444444, 242.04
25, 0.2, 0.01, 30, 10000, 42966317973, 749314048, 0.37254901960784315, 0.7307692307692307, 1897.7894736842106
25, 0.2, 0.01, 40, 10000, 33154216806, 749314048, 0.3, 0.5714285714285714, 1481.0
25, 0.2, 0.01, 45, 10000, 31968764933, 749314048, 0.37777777777777777, 0.5862068965517241, 547.4117647058823
25, 0.2, 0.05, 45, 10000, 29386635081, 749314048, 1.0, 0.8035714285714286, 86.73333333333333
25, 0.2, 0.01, 55, 10000, 31430211813, 749314048, 0.38181818181818183, 0.7, 781.047619047619
25, 0.2, 0.1, 50, 10000, 28542224133, 749314048, 0.9, 0.7894736842105263, 122.91111111111111
25, 0.2, 0.01, 35, 10000, 31638295337, 749314048, 1.0, 0.7, 210.97142857142856
25, 0.2, 0.0, 50, 10000, 30987728742, 749314048, 0.4, 0.6060606060606061, 374.4
25, 0.2, 0.05, 35, 10000, 29430011100, 749314048, 1.0, 0.7, 99.71428571428571
25, 0.0, 0.05, 50, 10000, 42075676831, 749314048, 0.0, 0, nan
25, 0.0, 0.0, 45, 10000, 58639419139, 749314048, 0.0, 0, nan
25, 0.0, 0.0, 55, 10000, 68410744843, 749314048, 0.0, 0, nan
25, 0.0, 0.01, 50, 10000, 91658664372, 749314048, 0.0, 0, nan
25, 0.0, 0.1, 45, 10000, 47604412583, 749314048, 0.0, 0, nan
25, 0.0, 0.1, 55, 10000, 46837149042, 749314048, 0.0, 0, nan
25, 0.0, 0.05, 30, 10000, 62809200542, 749314048, 0.0, 0, nan
25, 0.0, 0.01, 30, 10000, 96834570719, 749314048, 0.0, 0, nan
25, 0.0, 0.01, 40, 10000, 59410527932, 749314048, 0.0, 0, nan
25, 0.0, 0.01, 45, 10000, 59094488752, 749314048, 0.0, 0, nan
25, 0.0, 0.05, 45, 10000, 43097632941, 749314048, 0.0, 0, nan
25, 0.0, 0.01, 55, 10000, 58188159443, 749314048, 0.0, 0, nan
25, 0.0, 0.1, 50, 10000, 42903537746, 749314048, 0.0, 0, nan
25, 0.0, 0.01, 35, 10000, 59506980209, 749314048, 0.0, 0, nan
25, 0.0, 0.0, 50, 10000, 58185062745, 749314048, 0.0, 0, nan
25, 0.0, 0.05, 35, 10000, 42792778239, 749314048, 0.0, 0, nan
30, 1.0, 0.05, 50, 10000, 27205173799, 749314048, 0.82, 0.8913043478260869, 194.2439024390244
30, 1.0, 0.0, 45, 10000, 30033781279, 749314048, 1.0, 0.8181818181818182, 68.08888888888889
30, 1.0, 0.0, 55, 10000, 29623956433, 749314048, 1.0, 0.873015873015873, 80.87272727272727
30, 1.0, 0.01, 50, 10000, 28958974087, 749314048, 1.0, 0.8771929824561403, 180.0
30, 1.0, 0.1, 45, 10000, 27217174861, 749314048, 0.08888888888888889, 1.0, 221.0
30, 1.0, 0.1, 55, 10000, 27049487958, 749314048, 0.05454545454545454, 0.75, 180.0
30, 1.0, 0.05, 30, 10000, 27759389956, 749314048, 0.7551020408163265, 0.8222222222222222, 420.2162162162162
30, 1.0, 0.01, 30, 10000, 29595185268, 749314048, 1.0, 0.8947368421052632, 342.9019607843137
30, 1.0, 0.01, 40, 10000, 28977219987, 749314048, 1.0, 0.8163265306122449, 217.15
30, 1.0, 0.01, 45, 10000, 28277492401, 749314048, 1.0, 0.8653846153846154, 214.7111111111111
30, 1.0, 0.05, 45, 10000, 27747989340, 749314048, 0.7555555555555555, 0.7906976744186046, 215.35294117647058
30, 1.0, 0.01, 55, 10000, 28397456548, 749314048, 1.0, 0.8870967741935484, 151.63636363636363
30, 1.0, 0.1, 50, 10000, 27636833895, 749314048, 0.04, 1.0, 198.5
30, 1.0, 0.01, 35, 10000, 28210647312, 749314048, 1.0, 0.7446808510638298, 270.45714285714286
30, 1.0, 0.0, 50, 10000, 29947442927, 749314048, 1.0, 0.9259259259259259, 48.6
30, 1.0, 0.05, 35, 10000, 27176040474, 749314048, 0.8857142857142857, 0.8157894736842105, 277.5483870967742
30, 0.9, 0.05, 50, 10000, 27858806597, 749314048, 0.92, 0.8518518518518519, 191.6086956521739
30, 0.9, 0.0, 45, 10000, 29604034114, 749314048, 1.0, 0.8181818181818182, 80.22222222222223
30, 0.9, 0.0, 55, 10000, 30031150535, 749314048, 1.0, 0.873015873015873, 94.76363636363637
30, 0.9, 0.01, 50, 10000, 28739291573, 749314048, 1.0, 0.847457627118644, 151.72
30, 0.9, 0.1, 45, 10000, 27928985683, 749314048, 0.24444444444444444, 0.9166666666666666, 221.0
30, 0.9, 0.1, 55, 10000, 27123001194, 749314048, 0.14545454545454545, 0.8888888888888888, 179.875
30, 0.9, 0.05, 30, 10000, 27457946955, 749314048, 0.7551020408163265, 0.7708333333333334, 411.97297297297297
30, 0.9, 0.01, 30, 10000, 30597385391, 749314048, 1.0, 0.8793103448275862, 317.5686274509804
30, 0.9, 0.01, 40, 10000, 28677696376, 749314048, 1.0, 0.8163265306122449, 188.2
30, 0.9, 0.01, 45, 10000, 28984643860, 749314048, 1.0, 0.8181818181818182, 184.35555555555555
30, 0.9, 0.05, 45, 10000, 27333605640, 749314048, 0.8444444444444444, 0.7916666666666666, 211.44736842105263
30, 0.9, 0.01, 55, 10000, 29352267696, 749314048, 1.0, 0.873015873015873, 126.2909090909091
30, 0.9, 0.1, 50, 10000, 27178897501, 749314048, 0.18, 1.0, 198.88888888888889
30, 0.9, 0.01, 35, 10000, 28985789548, 749314048, 1.0, 0.7, 239.0857142857143
30, 0.9, 0.0, 50, 10000, 29435143465, 749314048, 1.0, 0.847457627118644, 53.8
30, 0.9, 0.05, 35, 10000, 27719971215, 749314048, 0.9428571428571428, 0.8048780487804879, 272.93939393939394
30, 0.8, 0.05, 50, 10000, 27200100601, 749314048, 0.84, 0.84, 185.28571428571428
30, 0.8, 0.0, 45, 10000, 30040662971, 749314048, 1.0, 0.8181818181818182, 93.91111111111111
30, 0.8, 0.0, 55, 10000, 29562728782, 749314048, 1.0, 0.873015873015873, 111.38181818181818
30, 0.8, 0.01, 50, 10000, 29149130154, 749314048, 1.0, 0.847457627118644, 133.08
30, 0.8, 0.1, 45, 10000, 27233277746, 749314048, 0.4888888888888889, 0.8148148148148148, 220.63636363636363
30, 0.8, 0.1, 55, 10000, 27686583683, 749314048, 0.41818181818181815, 0.8846153846153846, 179.8695652173913
30, 0.8, 0.05, 30, 10000, 27637109289, 749314048, 0.7346938775510204, 0.782608695652174, 402.22222222222223
30, 0.8, 0.01, 30, 10000, 30809544887, 749314048, 0.9215686274509803, 0.8703703703703703, 308.63829787234044
30, 0.8, 0.01, 40, 10000, 28829867211, 749314048, 1.0, 0.8163265306122449, 180.9
30, 0.8, 0.01, 45, 10000, 29125050189, 749314048, 1.0, 0.7894736842105263, 154.84444444444443
30, 0.8, 0.05, 45, 10000, 27256648145, 749314048, 0.8888888888888888, 0.8, 206.625
30, 0.8, 0.01, 55, 10000, 28775384057, 749314048, 1.0, 0.873015873015873, 119.6
30, 0.8, 0.1, 50, 10000, 27680578733, 749314048, 0.34, 0.8947368421052632, 198.8235294117647
30, 0.8, 0.01, 35, 10000, 28673694713, 749314048, 1.0, 0.7, 211.0857142857143
