kmer size, theta, error rate, number of genomes, read count, time, memory, recall, precision, avg read count error
30, 0.8, 0.0, 50, 10000, 30068141790, 749314048, 1.0, 0.8064516129032258, 59.36
30, 0.8, 0.05, 35, 10000, 27346063692, 749314048, 1.0, 0.7777777777777778, 266.0
30, 0.7, 0.05, 50, 10000, 27854940388, 749314048, 0.9, 0.8181818181818182, 177.57777777777778
30, 0.7, 0.0, 45, 10000, 29469699950, 749314048, 1.0, 0.8181818181818182, 109.64444444444445
30, 0.7, 0.0, 55, 10000, 30041633131, 749314048, 1.0, 0.873015873015873, 133.2
30, 0.7, 0.01, 50, 10000, 28925381976, 749314048, 1.0, 0.8333333333333334, 124.52
30, 0.7, 0.1, 45, 10000, 27593216308, 749314048, 0.8, 0.7659574468085106, 220.36111111111111
30, 0.7, 0.1, 55, 10000, 27146791251, 749314048, 0.6727272727272727, 0.8409090909090909, 179.13513513513513
30, 0.7, 0.05, 30, 10000, 28132748158, 749314048, 0.7755102040816326, 0.7755102040816326, 381.4736842105263
30, 0.7, 0.01, 30, 10000, 30885251379, 749314048, 0.7843137254901961, 0.851063829787234, 336.4
30, 0.7, 0.01, 40, 10000, 29563526863, 749314048, 1.0, 0.8163265306122449, 186.65
30, 0.7, 0.01, 45, 10000, 28859598083, 749314048, 1.0, 0.7894736842105263, 133.95555555555555
30, 0.7, 0.05, 45, 10000, 27882012643, 749314048, 0.8666666666666667, 0.78, 198.30769230769232
30, 0.7, 0.01, 55, 10000, 28920086937, 749314048, 0.9818181818181818, 0.8571428571428571, 117.18518518518519
30, 0.7, 0.1, 50, 10000, 27666968789, 749314048, 0.7, 0.7777777777777778, 198.45714285714286
30, 0.7, 0.01, 35, 10000, 28916140388, 749314048, 1.0, 0.6862745098039216, 196.57142857142858
30, 0.7, 0.0, 50, 10000, 29852587291, 749314048, 1.0, 0.7936507936507936, 67.72
30, 0.7, 0.05, 35, 10000, 27437246702, 749314048, 1.0, 0.7777777777777778, 256.7142857142857
30, 0.6, 0.05, 50, 10000, 27974640432, 749314048, 0.9, 0.8181818181818182, 165.7111111111111
30, 0.6, 0.0, 45, 10000, 29636399722, 749314048, 1.0, 0.8181818181818182, 128.88888888888889
30, 0.6, 0.0, 55, 10000, 29758488478, 749314048, 1.0, 0.873015873015873, 155.4181818181818
30, 0.6, 0.01, 50, 10000, 29579833159, 749314048, 1.0, 0.8333333333333334, 129.12
30, 0.6, 0.1, 45, 10000, 27288095451, 749314048, 0.8444444444444444, 0.8444444444444444, 218.8421052631579
30, 0.6, 0.1, 55, 10000, 27630409637, 749314048, 0.6181818181818182, 0.85, 176.97058823529412
30, 0.6, 0.05, 30, 10000, 27798982384, 749314048, 0.8571428571428571, 0.7924528301886793, 351.54761904761904
30, 0.6, 0.01, 30, 10000, 31910748002, 749314048, 0.45098039215686275, 0.7666666666666667, 525.4782608695652
30, 0.6, 0.01, 40, 10000, 29292565489, 749314048, 1.0, 0.8163265306122449, 205.3
30, 0.6, 0.01, 45, 10000, 29750692902, 749314048, 1.0, 0.7894736842105263, 124.0
30, 0.6, 0.05, 45, 10000, 27493221484, 749314048, 0.9777777777777777, 0.7857142857142857, 186.79545454545453
30, 0.6, 0.01, 55, 10000, 29591373372, 749314048, 0.9272727272727272, 0.85, 124.27450980392157
30, 0.6, 0.1, 50, 10000, 27161383435, 749314048, 0.64, 0.8205128205128205, 196.78125
30, 0.6, 0.01, 35, 10000, 29926480770, 749314048, 1.0, 0.7, 183.31428571428572
30, 0.6, 0.0, 50, 10000, 29516204836, 749314048, 1.0, 0.7936507936507936, 75.8
30, 0.6, 0.05, 35, 10000, 27934880733, 749314048, 1.0, 0.7291666666666666, 241.97142857142856
30, 0.5, 0.05, 50, 10000, 27547684715, 749314048, 0.9, 0.8181818181818182, 134.26666666666668
30, 0.5, 0.0, 45, 10000, 30338900611, 749314048, 1.0, 0.8181818181818182, 179.9111111111111
30, 0.5, 0.0, 55, 10000, 29951887678, 749314048, 0.3090909090909091, 0.68, 691.7647058823529
30, 0.5, 0.01, 50, 10000, 29903196986, 749314048, 1.0, 0.8333333333333334, 146.04
30, 0.5, 0.1, 45, 10000, 27146007143, 749314048, 0.8444444444444444, 0.8260869565217391, 213.42105263157896
30, 0.5, 0.1, 55, 10000, 28504866457, 749314048, 0.5454545454545454, 0.8571428571428571, 171.66666666666666
30, 0.5, 0.05, 30, 10000, 29849044414, 749314048, 0.8367346938775511, 0.7884615384615384, 294.5853658536585
30, 0.5, 0.01, 30, 10000, 33306666349, 749314048, 0.39215686274509803, 0.7407407407407407, 892.9
30, 0.5, 0.01, 40, 10000, 30242129996, 749314048, 1.0, 0.8163265306122449, 240.2
30, 0.5, 0.01, 45, 10000, 30371643046, 749314048, 1.0, 0.7894736842105263, 118.66666666666667
30, 0.5, 0.05, 45, 10000, 28025333526, 749314048, 1.0, 0.7894736842105263, 158.06666666666666
30, 0.5, 0.01, 55, 10000, 30352981613, 749314048, 0.5454545454545454, 0.7692307692307693, 266.6666666666667
30, 0.5, 0.1, 50, 10000, 27773529324, 749314048, 0.82, 0.803921568627451, 193.65853658536585
30, 0.5, 0.01, 35, 10000, 30334920129, 749314048, 1.0, 0.6862745098039216, 137.31428571428572
30, 0.5, 0.0, 50, 10000, 30312402552, 749314048, 1.0, 0.7936507936507936, 97.56
30, 0.5, 0.05, 35, 10000, 28374652435, 749314048, 1.0, 0.7446808510638298, 205.5142857142857
30, 0.4, 0.05, 50, 10000, 28178370544, 749314048, 0.84, 0.8076923076923077, 102.21428571428571
30, 0.4, 0.0, 45, 10000, 30806506767, 749314048, 1.0, 0.8181818181818182, 210.75555555555556
30, 0.4, 0.0, 55, 10000, 30254364456, 749314048, 0.3090909090909091, 0.68, 797.4117647058823
30, 0.4, 0.01, 50, 10000, 30467912177, 749314048, 0.98, 0.8305084745762712, 170.0
30, 0.4, 0.1, 45, 10000, 27554235007, 749314048, 0.9111111111111111, 0.82, 205.6341463414634
30, 0.4, 0.1, 55, 10000, 27936807856, 749314048, 0.5818181818181818, 0.8421052631578947, 162.625
30, 0.4, 0.05, 30, 10000, 28604935268, 749314048, 0.7755102040816326, 0.7755102040816326, 235.68421052631578
30, 0.4, 0.01, 30, 10000, 33632573052, 749314048, 0.37254901960784315, 0.7307692307692307, 1151.0526315789473
30, 0.4, 0.01, 40, 10000, 30103253612, 749314048, 1.0, 0.8163265306122449, 281.15
30, 0.4, 0.01, 45, 10000, 30429012710, 749314048, 1.0, 0.7894736842105263, 134.8
30, 0.4, 0.05, 45, 10000, 28074979296, 749314048, 1.0, 0.7894736842105263, 130.42222222222222
30, 0.4, 0.01, 55, 10000, 30383926968, 749314048, 0.41818181818181815, 0.71875, 438.4347826086956
30, 0.4, 0.1, 50, 10000, 27567616219, 749314048, 0.84, 0.7777777777777778, 187.02380952380952
30, 0.4, 0.01, 35, 10000, 30293474525, 749314048, 1.0, 0.6862745098039216, 148.62857142857143
30, 0.4, 0.0, 50, 10000, 29888544446, 749314048, 1.0, 0.7936507936507936, 109.76
30, 0.4, 0.05, 35, 10000, 28158964714, 749314048, 1.0, 0.7142857142857143, 171.85714285714286
30, 0.1, 0.05, 50, 10000, 28384666916, 749314048, 0.28, 0.5833333333333334, 272.7142857142857
30, 0.1, 0.0, 45, 10000, 30545855990, 749314048, 0.28888888888888886, 0.5652173913043478, 1040.7692307692307
30, 0.1, 0.0, 55, 10000, 31166180776, 749314048, 0.3090909090909091, 0.68, 1142.0
30, 0.1, 0.01, 50, 10000, 30466735272, 749314048, 0.34, 0.6296296296296297, 756.5882352941177
30, 0.1, 0.1, 45, 10000, 28324573280, 749314048, 0.9333333333333333, 0.7777777777777778, 118.54761904761905
30, 0.1, 0.1, 55, 10000, 28241833908, 749314048, 0.509090909090909, 0.8484848484848485, 85.39285714285714
30, 0.1, 0.05, 30, 10000, 30020244722, 749314048, 0.5102040816326531, 0.6944444444444444, 255.44
30, 0.1, 0.01, 30, 10000, 34329232995, 749314048, 0.37254901960784315, 0.7307692307692307, 1938.6315789473683
30, 0.1, 0.01, 40, 10000, 31337896590, 749314048, 0.3, 0.5714285714285714, 1513.1666666666667
30, 0.1, 0.01, 45, 10000, 30843515547, 749314048, 0.35555555555555557, 0.5714285714285714, 590.625
30, 0.1, 0.05, 45, 10000, 28461416699, 749314048, 1.0, 0.8035714285714286, 88.64444444444445
30, 0.1, 0.01, 55, 10000, 30967540960, 749314048, 0.38181818181818183, 0.7, 798.3809523809524
30, 0.1, 0.1, 50, 10000, 27934686267, 749314048, 0.9, 0.7894736842105263, 112.68888888888888
30, 0.1, 0.01, 35, 10000, 30883532599, 749314048, 1.0, 0.7, 216.97142857142856
30, 0.1, 0.0, 50, 10000, 30318062783, 749314048, 0.4, 0.6060606060606061, 384.5
30, 0.1, 0.05, 35, 10000, 29452489431, 749314048, 1.0, 0.7142857142857143, 100.68571428571428
30, 0.2, 0.05, 50, 10000, 28140023931, 749314048, 0.5, 0.7142857142857143, 115.6
30, 0.2, 0.0, 45, 10000, 30259596215, 749314048, 0.28888888888888886, 0.5652173913043478, 940.0
30, 0.2, 0.0, 55, 10000, 30968258478, 749314048, 0.3090909090909091, 0.68, 1029.764705882353
30, 0.2, 0.01, 50, 10000, 30651853619, 749314048, 0.36, 0.6428571428571429, 617.2222222222222
30, 0.2, 0.1, 45, 10000, 27761708367, 749314048, 0.8666666666666667, 0.7647058823529411, 160.74358974358975
30, 0.2, 0.1, 55, 10000, 27606148229, 749314048, 0.6181818181818182, 0.8717948717948718, 118.8529411764706
30, 0.2, 0.05, 30, 10000, 29740373414, 749314048, 0.5102040816326531, 0.6944444444444444, 209.08
30, 0.2, 0.01, 30, 10000, 34336142828, 749314048, 0.37254901960784315, 0.7307692307692307, 1670.6315789473683
30, 0.2, 0.01, 40, 10000, 31039891138, 749314048, 0.325, 0.5909090909090909, 1189.5384615384614
30, 0.2, 0.01, 45, 10000, 30663229327, 749314048, 1.0, 0.7894736842105263, 181.95555555555555
30, 0.2, 0.05, 45, 10000, 28159970762, 749314048, 1.0, 0.8035714285714286, 90.93333333333334
30, 0.2, 0.01, 55, 10000, 30694533577, 749314048, 0.38181818181818183, 0.7, 688.6666666666666
30, 0.2, 0.1, 50, 10000, 27793734574, 749314048, 0.9, 0.7894736842105263, 152.51111111111112
30, 0.2, 0.01, 35, 10000, 30372168897, 749314048, 1.0, 0.6862745098039216, 190.22857142857143
30, 0.2, 0.0, 50, 10000, 30603358766, 749314048, 0.42, 0.6176470588235294, 332.0
30, 0.2, 0.05, 35, 10000, 28659698558, 749314048, 1.0, 0.7142857142857143, 107.62857142857143
30, 0.0, 0.05, 50, 10000, 40509977138, 749314048, 0.0, 0, nan
30, 0.0, 0.0, 45, 10000, 55267373834, 749314048, 0.0, 0, nan
30, 0.0, 0.0, 55, 10000, 55632463855, 749314048, 0.0, 0, nan
30, 0.0, 0.01, 50, 10000, 55831247995, 749314048, 0.0, 0, nan
30, 0.0, 0.1, 45, 10000, 41058270018, 749314048, 0.0, 0, nan
30, 0.0, 0.1, 55, 10000, 41643510062, 749314048, 0.0, 0, nan
30, 0.0, 0.05, 30, 10000, 55971907194, 749314048, 0.0, 0, nan
30, 0.0, 0.01, 30, 10000, 85091109282, 749314048, 0.0, 0, nan
30, 0.0, 0.01, 40, 10000, 56369510576, 749314048, 0.0, 0, nan
30, 0.0, 0.01, 45, 10000, 56692269331, 749314048, 0.0, 0, nan
30, 0.0, 0.05, 45, 10000, 42146274678, 749314048, 0.0, 0, nan
30, 0.0, 0.01, 55, 10000, 56383885406, 749314048, 0.0, 0, nan
30, 0.0, 0.1, 50, 10000, 41711235106, 749314048, 0.0, 0, nan
30, 0.0, 0.01, 35, 10000, 56932255395, 749314048, 0.0, 0, nan
30, 0.0, 0.0, 50, 10000, 56432921018, 749314048, 0.0, 0, nan
30, 0.0, 0.05, 35, 10000, 41977132496, 749314048, 0.0, 0, nan
35, 1.0, 0.05, 50, 10000, 27357939883, 754200576, 0.82, 0.8913043478260869, 194.2439024390244
35, 1.0, 0.0, 45, 10000, 29777254784, 754200576, 1.0, 0.8181818181818182, 68.08888888888889
35, 1.0, 0.0, 55, 10000, 29456265597, 754200576, 1.0, 0.873015873015873, 80.87272727272727
35, 1.0, 0.01, 50, 10000, 28686277466, 754200576, 1.0, 0.8771929824561403, 180.0
35, 1.0, 0.1, 45, 10000, 27129998124, 754200576, 0.08888888888888889, 1.0, 221.0
35, 1.0, 0.1, 55, 10000, 27507160952, 754200576, 0.05454545454545454, 0.75, 180.0
35, 1.0, 0.05, 30, 10000, 27061297481, 754200576, 0.7551020408163265, 0.8222222222222222, 420.2162162162162
35, 1.0, 0.01, 30, 10000, 29433937956, 754200576, 1.0, 0.8947368421052632, 342.9019607843137
35, 1.0, 0.01, 40, 10000, 28791107407, 754200576, 1.0, 0.8163265306122449, 217.15
35, 1.0, 0.01, 45, 10000, 28121301752, 754200576, 1.0, 0.8653846153846154, 214.7111111111111
35, 1.0, 0.05, 45, 10000, 27609868641, 754200576, 0.7555555555555555, 0.7906976744186046, 215.35294117647058
35, 1.0, 0.01, 55, 10000, 28207767812, 754200576, 1.0, 0.8870967741935484, 151.63636363636363
35, 1.0, 0.1, 50, 10000, 27448521060, 754200576, 0.04, 1.0, 198.5
35, 1.0, 0.01, 35, 10000, 28361117583, 754200576, 1.0, 0.7446808510638298, 270.45714285714286
35, 1.0, 0.0, 50, 10000, 29560358814, 754200576, 1.0, 0.9259259259259259, 48.6
35, 1.0, 0.05, 35, 10000, 27227369659, 754200576, 0.8857142857142857, 0.8157894736842105, 277.5483870967742
35, 0.9, 0.05, 50, 10000, 27738285852, 754200576, 0.9, 0.8490566037735849, 192.11111111111111
35, 0.9, 0.0, 45, 10000, 29269154562, 754200576, 1.0, 0.8181818181818182, 78.66666666666667
35, 0.9, 0.0, 55, 10000, 29835902306, 754200576, 1.0, 0.873015873015873, 92.43636363636364
35, 0.9, 0.01, 50, 10000, 28560967950, 754200576, 1.0, 0.847457627118644, 155.8
35, 0.9, 0.1, 45, 10000, 27557277358, 754200576, 0.2222222222222222, 0.9090909090909091, 221.0
35, 0.9, 0.1, 55, 10000, 27088948046, 754200576, 0.14545454545454545, 0.8888888888888888, 179.875
35, 0.9, 0.05, 30, 10000, 28028999559, 754200576, 0.8163265306122449, 0.7843137254901961, 406.675
35, 0.9, 0.01, 30, 10000, 29874756097, 754200576, 1.0, 0.8793103448275862, 320.03921568627453
35, 0.9, 0.01, 40, 10000, 29126885122, 754200576, 1.0, 0.8163265306122449, 190.9
35, 0.9, 0.01, 45, 10000, 28274607755, 754200576, 1.0, 0.8181818181818182, 188.62222222222223
35, 0.9, 0.05, 45, 10000, 27150613971, 754200576, 0.7777777777777778, 0.7954545454545454, 211.6
35, 0.9, 0.01, 55, 10000, 28921478820, 754200576, 1.0, 0.8870967741935484, 128.29090909090908
35, 0.9, 0.1, 50, 10000, 27060750943, 754200576, 0.14, 1.0, 198.85714285714286
35, 0.9, 0.01, 35, 10000, 28922561048, 754200576, 1.0, 0.7, 244.05714285714285
35, 0.9, 0.0, 50, 10000, 29243668393, 754200576, 1.0, 0.847457627118644, 52.8
35, 0.9, 0.05, 35, 10000, 27794867747, 754200576, 0.9428571428571428, 0.8048780487804879, 273.6060606060606
35, 0.8, 0.05, 50, 10000, 27170972866, 754200576, 0.9, 0.8181818181818182, 186.46666666666667
35, 0.8, 0.0, 45, 10000, 29794050425, 754200576, 1.0, 0.8181818181818182, 91.42222222222222
35, 0.8, 0.0, 55, 10000, 29463326551, 754200576, 1.0, 0.873015873015873, 109.01818181818182
35, 0.8, 0.01, 50, 10000, 29092378499, 754200576, 1.0, 0.847457627118644, 133.32
35, 0.8, 0.1, 45, 10000, 27261914992, 754200576, 0.4222222222222222, 0.7916666666666666, 220.73684210526315
35, 0.8, 0.1, 55, 10000, 27598046876, 754200576, 0.36363636363636365, 0.8695652173913043, 179.9
35, 0.8, 0.05, 30, 10000, 27500289185, 754200576, 0.7551020408163265, 0.7872340425531915, 401.8918918918919
35, 0.8, 0.01, 30, 10000, 30618285558, 754200576, 0.9607843137254902, 0.875, 310.48979591836735
35, 0.8, 0.01, 40, 10000, 28756766236, 754200576, 1.0, 0.8163265306122449, 181.1
35, 0.8, 0.01, 45, 10000, 28972400917, 754200576, 1.0, 0.7894736842105263, 159.55555555555554
35, 0.8, 0.05, 45, 10000, 27329791675, 754200576, 0.8666666666666667, 0.7959183673469388, 207.4102564102564
35, 0.8, 0.01, 55, 10000, 29146952384, 754200576, 1.0, 0.873015873015873, 119.85454545454546
35, 0.8, 0.1, 50, 10000, 28528997493, 754200576, 0.34, 0.8947368421052632, 198.88235294117646
35, 0.8, 0.01, 35, 10000, 33771050847, 754200576, 1.0, 0.6862745098039216, 214.5142857142857
35, 0.8, 0.0, 50, 10000, 31229126404, 754200576, 1.0, 0.8064516129032258, 58.48
35, 0.8, 0.05, 35, 10000, 28320084885, 754200576, 1.0, 0.7777777777777778, 267.0285714285714
35, 0.7, 0.05, 50, 10000, 33715358154, 754200576, 0.86, 0.8113207547169812, 179.27906976744185
35, 0.7, 0.0, 45, 10000, 30666705548, 754200576, 1.0, 0.8181818181818182, 104.66666666666667
35, 0.7, 0.0, 55, 10000, 30456973021, 754200576, 1.0, 0.873015873015873, 126.76363636363637
35, 0.7, 0.01, 50, 10000, 29803320437, 754200576, 1.0, 0.8333333333333334, 125.56
35, 0.7, 0.1, 45, 10000, 27962132956, 754200576, 0.6222222222222222, 0.7368421052631579, 220.32142857142858
35, 0.7, 0.1, 55, 10000, 28319890747, 754200576, 0.6, 0.8461538461538461, 179.36363636363637
35, 0.7, 0.05, 30, 10000, 28316571058, 754200576, 0.8163265306122449, 0.7843137254901961, 382.4
35, 0.7, 0.01, 30, 10000, 31775153507, 754200576, 0.9215686274509803, 0.8703703703703703, 316.1276595744681
35, 0.7, 0.01, 40, 10000, 29511626530, 754200576, 1.0, 0.8163265306122449, 182.4
35, 0.7, 0.01, 45, 10000, 29735138718, 754200576, 1.0, 0.7894736842105263, 139.42222222222222
35, 0.7, 0.05, 45, 10000, 27911377088, 754200576, 0.9111111111111111, 0.7884615384615384, 201.609756097561
35, 0.7, 0.01, 55, 10000, 29573786569, 754200576, 0.9636363636363636, 0.8548387096774194, 116.41509433962264
35, 0.7, 0.1, 50, 10000, 27611529727, 754200576, 0.56, 0.875, 198.46428571428572
35, 0.7, 0.01, 35, 10000, 29069064401, 754200576, 1.0, 0.6862745098039216, 200.97142857142856
35, 0.7, 0.0, 50, 10000, 30176406347, 754200576, 1.0, 0.7936507936507936, 65.52
35, 0.7, 0.05, 35, 10000, 27715879463, 754200576, 1.0, 0.7777777777777778, 259.85714285714283
35, 0.6, 0.05, 50, 10000, 28154482496, 754200576, 0.92, 0.8214285714285714, 169.8695652173913
35, 0.6, 0.0, 45, 10000, 29905591128, 754200576, 1.0, 0.8181818181818182, 123.37777777777778
35, 0.6, 0.0, 55, 10000, 30607132164, 754200576, 1.0, 0.873015873015873, 148.72727272727272
35, 0.6, 0.01, 50, 10000, 29344346537, 754200576, 1.0, 0.8333333333333334, 128.24
35, 0.6, 0.1, 45, 10000, 27908274175, 754200576, 0.7111111111111111, 0.8205128205128205, 219.125
35, 0.6, 0.1, 55, 10000, 27519472847, 754200576, 0.509090909090909, 0.8235294117647058, 177.71428571428572
35, 0.6, 0.05, 30, 10000, 28497648961, 754200576, 0.7755102040816326, 0.7755102040816326, 365.63157894736844
35, 0.6, 0.01, 30, 10000, 31765557332, 754200576, 0.5098039215686274, 0.7878787878787878, 452.61538461538464
35, 0.6, 0.01, 40, 10000, 29938996451, 754200576, 1.0, 0.8163265306122449, 198.15
35, 0.6, 0.01, 45, 10000, 29514368443, 754200576, 1.0, 0.7894736842105263, 125.55555555555556
35, 0.6, 0.05, 45, 10000, 28237358657, 754200576, 0.9333333333333333, 0.7777777777777778, 190.21428571428572
35, 0.6, 0.01, 55, 10000, 29462228334, 754200576, 0.9272727272727272, 0.85, 119.76470588235294
35, 0.6, 0.1, 50, 10000, 28011235168, 754200576, 0.64, 0.8205128205128205, 197.3125
35, 0.6, 0.01, 35, 10000, 29409361767, 754200576, 1.0, 0.6862745098039216, 187.25714285714287
35, 0.6, 0.0, 50, 10000, 30371367262, 754200576, 1.0, 0.7936507936507936, 74.0
35, 0.6, 0.05, 35, 10000, 27834648628, 754200576, 1.0, 0.7446808510638298, 246.28571428571428
35, 0.5, 0.05, 50, 10000, 28335601117, 754200576, 0.9, 0.8181818181818182, 152.24444444444444
35, 0.5, 0.0, 45, 10000, 30361444391, 754200576, 1.0, 0.8181818181818182, 147.06666666666666
35, 0.5, 0.0, 55, 10000, 30728966343, 754200576, 0.4, 0.7333333333333333, 442.27272727272725
35, 0.5, 0.01, 50, 10000, 29723132280, 754200576, 1.0, 0.8333333333333334, 138.08
35, 0.5, 0.1, 45, 10000, 28290854533, 754200576, 0.8888888888888888, 0.8163265306122449, 216.075
35, 0.5, 0.1, 55, 10000, 27692990859, 754200576, 0.4727272727272727, 0.8387096774193549, 173.6153846153846
35, 0.5, 0.05, 30, 10000, 28921733924, 754200576, 0.7551020408163265, 0.7708333333333334, 336.2162162162162
35, 0.5, 0.01, 30, 10000, 32220397700, 754200576, 0.4117647058823529, 0.75, 663.5238095238095
35, 0.5, 0.01, 40, 10000, 30656844319, 754200576, 1.0, 0.8163265306122449, 221.15
35, 0.5, 0.01, 45, 10000, 29816559041, 754200576, 1.0, 0.7894736842105263, 126.4888888888889
35, 0.5, 0.05, 45, 10000, 28482894829, 754200576, 0.9555555555555556, 0.7818181818181819, 174.62790697674419
35, 0.5, 0.01, 55, 10000, 29739559500, 754200576, 0.8, 0.8301886792452831, 149.54545454545453
35, 0.5, 0.1, 50, 10000, 28256316980, 754200576, 0.74, 0.7708333333333334, 195.0
35, 0.5, 0.01, 35, 10000, 29815731220, 754200576, 1.0, 0.6862745098039216, 174.28571428571428
35, 0.5, 0.0, 50, 10000, 30793101557, 754200576, 1.0, 0.7936507936507936, 83.56
35, 0.5, 0.05, 35, 10000, 28047982743, 754200576, 1.0, 0.7142857142857143, 226.85714285714286
35, 0.4, 0.05, 50, 10000, 28569122203, 754200576, 0.9, 0.8181818181818182, 123.73333333333333
35, 0.4, 0.0, 45, 10000, 30398154993, 754200576, 1.0, 0.8181818181818182, 189.77777777777777
35, 0.4, 0.0, 55, 10000, 31542861052, 754200576, 0.3090909090909091, 0.68, 730.2352941176471
35, 0.4, 0.01, 50, 10000, 30328447886, 754200576, 1.0, 0.8333333333333334, 151.4
35, 0.4, 0.1, 45, 10000, 28871215810, 754200576, 0.8666666666666667, 0.7959183673469388, 209.92307692307693
35, 0.4, 0.1, 55, 10000, 27797523314, 754200576, 0.5636363636363636, 0.8611111111111112, 167.93548387096774
35, 0.4, 0.05, 30, 10000, 29151708805, 754200576, 0.8367346938775511, 0.7884615384615384, 274.7560975609756
35, 0.4, 0.01, 30, 10000, 33728551470, 754200576, 0.37254901960784315, 0.7307692307692307, 1006.3157894736842
35, 0.4, 0.01, 40, 10000, 31115466637, 754200576, 1.0, 0.8163265306122449, 256.0
35, 0.4, 0.01, 45, 10000, 30350098741, 754200576, 1.0, 0.7894736842105263, 123.06666666666666
35, 0.4, 0.05, 45, 10000, 29172524748, 754200576, 1.0, 0.7894736842105263, 148.8
35, 0.4, 0.01, 55, 10000, 30325253204, 754200576, 0.43636363636363634, 0.7272727272727273, 351.3333333333333
35, 0.4, 0.1, 50, 10000, 28701102561, 754200576, 0.84, 0.84, 190.95238095238096
35, 0.4, 0.01, 35, 10000, 30303539251, 754200576, 1.0, 0.6862745098039216, 142.74285714285713
35, 0.4, 0.0, 50, 10000, 31274468592, 754200576, 1.0, 0.7936507936507936, 100.84
35, 0.4, 0.05, 35, 10000, 28520526648, 754200576, 1.0, 0.7, 195.25714285714287
35, 0.1, 0.05, 50, 10000, 29009048683, 754200576, 0.32, 0.6153846153846154, 167.875
35, 0.1, 0.0, 45, 10000, 31154825011, 754200576, 0.28888888888888886, 0.5652173913043478, 969.5384615384615
35, 0.1, 0.0, 55, 10000, 32012135204, 754200576, 0.3090909090909091, 0.68, 1062.1176470588234
35, 0.1, 0.01, 50, 10000, 31143142586, 754200576, 0.34, 0.6296296296296297, 678.5882352941177
35, 0.1, 0.1, 45, 10000, 29031349209, 754200576, 0.8222222222222222, 0.7708333333333334, 144.27027027027026
35, 0.1, 0.1, 55, 10000, 27984920923, 754200576, 0.6, 0.868421052631579, 103.03030303030303
35, 0.1, 0.05, 30, 10000, 30063067643, 754200576, 0.4897959183673469, 0.6857142857142857, 225.04166666666666
35, 0.1, 0.01, 30, 10000, 35682023995, 754200576, 0.37254901960784315, 0.7307692307692307, 1746.6315789473683
35, 0.1, 0.01, 40, 10000, 31885346752, 754200576, 0.3, 0.5714285714285714, 1355.1666666666667
35, 0.1, 0.01, 45, 10000, 31094165823, 754200576, 0.9777777777777777, 0.7857142857142857, 193.22727272727272
35, 0.1, 0.05, 45, 10000, 29363234062, 754200576, 1.0, 0.8035714285714286, 90.68888888888888
35, 0.1, 0.01, 55, 10000, 30795360404, 754200576, 0.38181818181818183, 0.7, 716.6666666666666
35, 0.1, 0.1, 50, 10000, 29143633876, 754200576, 0.92, 0.7931034482758621, 140.84782608695653
35, 0.1, 0.01, 35, 10000, 30747187001, 754200576, 1.0, 0.7, 198.17142857142858
35, 0.1, 0.0, 50, 10000, 31495268585, 754200576, 0.42, 0.6176470588235294, 342.76190476190476
35, 0.1, 0.05, 35, 10000, 28963919676, 754200576, 1.0, 0.7142857142857143, 106.77142857142857
35, 0.2, 0.05, 50, 10000, 28847934528, 754200576, 0.7, 0.7777777777777778, 95.71428571428571
35, 0.2, 0.0, 45, 10000, 31177541606, 754200576, 0.28888888888888886, 0.5652173913043478, 860.0
35, 0.2, 0.0, 55, 10000, 31999797076, 754200576, 0.3090909090909091, 0.68, 935.2941176470588
35, 0.2, 0.01, 50, 10000, 31269954599, 754200576, 0.36, 0.6428571428571429, 533.1111111111111
35, 0.2, 0.1, 45, 10000, 28950388635, 754200576, 0.9333333333333333, 0.8235294117647058, 184.78571428571428
35, 0.2, 0.1, 55, 10000, 28145160783, 754200576, 0.6363636363636364, 0.875, 141.4
35, 0.2, 0.05, 30, 10000, 29740819167, 754200576, 0.5714285714285714, 0.717948717948718, 202.25
35, 0.2, 0.01, 30, 10000, 35140780050, 754200576, 0.37254901960784315, 0.7307692307692307, 1453.0526315789473
35, 0.2, 0.01, 40, 10000, 31720477964, 754200576, 1.0, 0.8163265306122449, 344.3
35, 0.2, 0.01, 45, 10000, 30860753772, 754200576, 1.0, 0.7894736842105263, 160.84444444444443
35, 0.2, 0.05, 45, 10000, 29340101240, 754200576, 1.0, 0.8035714285714286, 103.24444444444444
35, 0.2, 0.01, 55, 10000, 30866678721, 754200576, 0.38181818181818183, 0.7, 603.6190476190476
35, 0.2, 0.1, 50, 10000, 29027445437, 754200576, 0.92, 0.7931034482758621, 169.65217391304347
35, 0.2, 0.01, 35, 10000, 30577535159, 754200576, 1.0, 0.7, 171.65714285714284
35, 0.2, 0.0, 50, 10000, 31639542550, 754200576, 1.0, 0.7936507936507936, 126.48
35, 0.2, 0.05, 35, 10000, 28767461005, 754200576, 1.0, 0.7291666666666666, 122.82857142857142
35, 0.0, 0.05, 50, 10000, 43108937589, 754200576, 0.0, 0, nan
35, 0.0, 0.0, 45, 10000, 58591520617, 754200576, 0.0, 0, nan
35, 0.0, 0.0, 55, 10000, 58556738684, 754200576, 0.0, 0, nan
35, 0.0, 0.01, 50, 10000, 58415317592, 754200576, 0.0, 0, nan
35, 0.0, 0.1, 45, 10000, 43487910576, 754200576, 0.0, 0, nan
